source,cluster,original_prediction,target_prediction,nearest_training_change,copy_feature,copy_crossed_boundary,copy_boundary_progress,copy_target_probability_after,exemplar_feature,exemplar_crossed_boundary,exemplar_boundary_progress,exemplar_target_probability_after,copy_minus_exemplar_target_probability
train:120,1,No Diabetes,Diabetes,180104,bmi,0,0.714760167352279,0.48118395410310266,insulin,0,-0.7037271616839422,0.38761244117813143,0.09357151292497123
train:121,1,No Diabetes,Diabetes,180104,bmi,0,0.04777934667023512,0.09185559091144946,bmi,0,0.23365959595327143,0.17152828467162573,-0.07967269376017627
train:122,1,No Diabetes,Diabetes,180104,bmi,0,0.31973369811261676,0.31763054227846343,bmi,0,0.6749907209188503,0.4128697602452912,-0.09523921796682777
train:123,1,No Diabetes,Diabetes,180103,bmi,0,0.9440894970170217,0.4969536703445072,blood_pressure,1,1.3414402913445589,0.5186036545838211,-0.021649984239313858
train:124,1,Diabetes,No Diabetes,180101,bmi,0,0.1935443745929912,0.35781363458015675,age,0,0.8409430762665032,0.4719566394380184,-0.11414300485786166
train:125,1,Diabetes,No Diabetes,180100,bmi,0,0.5711587669065235,0.46182641263693847,blood_pressure,0,-0.02560116595449738,0.40870543061868336,0.0531209820182551
train:126,1,No Diabetes,Diabetes,180104,bmi,0,0.3299843902665262,0.31103933347339463,bmi,0,0.2564639539063117,0.2903047857163964,0.020734547756998234
train:127,1,No Diabetes,Diabetes,180104,bmi,0,0.07598631209719146,0.1467746643183756,age,0,0.160396554313352,0.17904240724482745,-0.03226774292645185
train:128,1,No Diabetes,Diabetes,180104,bmi,0,0.06727560150416936,0.11317249136469576,age,0,0.06345401707816098,0.11158757090487259,0.0015849204598231692
train:129,2,No Diabetes,Diabetes,180110,insulin,0,0.1791710763754493,0.28094759709732775,age,0,0.7007544190924995,0.4201411382211758,-0.13919354112384807
train:130,1,No Diabetes,Diabetes,180104,bmi,0,0.11536647576399953,0.18809325052826997,age,0,0.2113716742445888,0.22194305224851352,-0.033849801720243544
train:131,1,No Diabetes,Diabetes,180103,bmi,0,0.15327694964837868,0.2605130684023549,age,0,0.16842522318202066,0.2647976022249161,-0.004284533822561221
train:133,2,No Diabetes,Diabetes,180109,insulin,0,0.5469120020446715,0.4626877375750874,bmi,1,1.173123799946057,0.5142569229040188,-0.0515691853289314
train:134,1,No Diabetes,Diabetes,180105,bmi,1,2.715748384908624,0.5665597960184495,bmi,1,4.498855802187479,0.6357326811669823,-0.06917288514853281
train:135,2,Diabetes,No Diabetes,180106,insulin,0,0.0013595710893457304,0.4194517767624024,insulin,0,0.23552829462944455,0.43833933035318406,-0.018887553590781647
train:136,2,No Diabetes,Diabetes,180110,insulin,0,0.24229413573039071,0.47915891959498225,age,1,3.15829120158351,0.5593648836451911,-0.08020596405020886
train:137,1,No Diabetes,Diabetes,180104,bmi,0,0.051474889261063646,0.10470503075189441,bmi,0,0.2939600633653445,0.2057599931935319,-0.10105496244163747
train:138,1,No Diabetes,Diabetes,180104,bmi,0,0.39948114598993956,0.35691705733352963,age,0,0.4402406515622128,0.366628642506863,-0.00971158517333337
train:139,2,No Diabetes,Diabetes,180109,insulin,0,0.06277133595953388,0.13199818631816007,age,0,0.0795623671966315,0.13859116643701563,-0.0065929801188555626
train:140,1,No Diabetes,Diabetes,180104,bmi,0,0.3116238435964084,0.31538576990348777,age,0,0.7300316095246558,0.42759771515273215,-0.11221194524924438
train:142,2,No Diabetes,Diabetes,180110,insulin,0,-0.08680909767412649,0.3839001105795298,blood_pressure,0,-0.07231825332911389,0.38544811512758304,-0.0015480045480532612
train:143,2,No Diabetes,Diabetes,180111,insulin,0,-0.15977204308989468,0.43457664372217675,age,1,2.98911210808146,0.6122068693575662,-0.17763022563538944
train:144,1,No Diabetes,Diabetes,180103,bmi,0,0.14037433103543703,0.42678761786916986,bmi,1,1.1482243517710946,0.512623934201536,-0.0858363163323661
train:145,1,No Diabetes,Diabetes,180103,bmi,0,0.29527211590332125,0.384267732065273,age,0,0.6063033341782259,0.4353460973489115,-0.051078365283638516
train:146,2,No Diabetes,Diabetes,180109,insulin,0,0.7937488446369835,0.48145758950095097,age,0,-0.7635668688244802,0.34145164778975223,0.14000594171119873
train:147,1,No Diabetes,Diabetes,180105,bmi,0,0.32708152195844886,0.3923377622088815,age,1,1.3812467819267924,0.5609968116975479,-0.1686590494886664
train:148,2,No Diabetes,Diabetes,180109,insulin,0,0.0745084936420561,0.15449054003563256,insulin,0,0.1820145660099694,0.19462528438666493,-0.04013474435103237
train:149,2,No Diabetes,Diabetes,180110,insulin,0,0.0980082870659662,0.37159471051477444,age,1,1.0427077910515286,0.5060797745640121,-0.13448506404923766
train:150,1,Diabetes,No Diabetes,180100,bmi,1,1.020657416535547,0.5014865252664114,age,1,1.6910703537902816,0.5497300105271793,-0.04824348526076794
train:151,1,No Diabetes,Diabetes,180105,bmi,0,0.18435549550533678,0.2778415719363412,age,0,0.5364073354406806,0.37373050752772485,-0.09588893559138367
train:152,1,No Diabetes,Diabetes,180103,bmi,0,0.076774520385451,0.30610357042070424,age,0,0.7875406247715382,0.4553791406356703,-0.14927557021496607
train:153,1,No Diabetes,Diabetes,180104,bmi,0,0.26578771117926275,0.3620397407412441,age,0,0.6796147915399562,0.4397988468800881,-0.07775910613884396
train:154,2,No Diabetes,Diabetes,180110,insulin,0,0.042850792277192934,0.2923349510932757,age,0,0.7899779720872423,0.4544331914542805,-0.16209824036100484
train:155,1,No Diabetes,Diabetes,180105,bmi,0,0.3617225408103999,0.367866933770305,bmi,0,0.8317459190948753,0.46516886614814745,-0.09730193237784246
train:156,1,No Diabetes,Diabetes,180104,bmi,0,0.24536980687841856,0.26906350842636606,age,0,0.5684158137011588,0.3679239994490149,-0.09886049102264882
train:157,1,No Diabetes,Diabetes,180104,bmi,0,0.23517325275146997,0.2904660203234819,age,0,0.5656960129380716,0.38101691902663803,-0.09055089870315614
train:158,1,No Diabetes,Diabetes,180104,bmi,0,0.04553273206607501,0.0861502842835179,bmi,0,0.3402964641583519,0.21395758666904396,-0.12780730238552607
train:159,2,No Diabetes,Diabetes,180110,insulin,0,-0.049552818410784245,0.3191042703646547,age,1,1.055407352761101,0.5095497371157165,-0.19044546675106178
train:160,1,No Diabetes,Diabetes,180103,bmi,0,0.2297535462995687,0.3435554087716097,bmi,0,0.5381535328126943,0.40619446357425826,-0.06263905480264853
train:161,1,No Diabetes,Diabetes,180105,bmi,0,0.7944884977661226,0.4733982285179018,bmi,1,1.9399409710026894,0.6216676178485607,-0.14826938933065892
train:162,1,No Diabetes,Diabetes,180103,bmi,0,0.125364087808279,0.34597493514459776,age,0,0.9185868498750022,0.4856629878177965,-0.13968805267319873
train:163,1,No Diabetes,Diabetes,180104,bmi,0,0.3420029144311575,0.39656932911724185,age,1,1.0084622921898614,0.501330189111167,-0.10476085999392515
train:164,2,No Diabetes,Diabetes,180110,insulin,0,0.2425136856088934,0.3804122881604828,age,1,1.399654315071834,0.5630951928216001,-0.18268290466111736
train:165,1,No Diabetes,Diabetes,180104,bmi,0,0.267945509370042,0.27014453693151175,bmi,0,0.39824346249555476,0.3110563771509033,-0.04091184021939154
train:166,1,No Diabetes,Diabetes,180104,bmi,0,0.10192621184754916,0.1753544995653774,age,0,0.223434636287004,0.21927868906913905,-0.043924189503761646
train:167,1,No Diabetes,Diabetes,180104,bmi,0,0.0586032130301563,0.1168184201307031,age,0,0.061644051931696794,0.11805614844096302,-0.0012377283102599224
train:168,2,Diabetes,No Diabetes,180106,insulin,0,0.041830877118541485,0.40293746026913296,bmi,1,1.6135772344199395,0.562155378702606,-0.15921791843347305
train:170,1,No Diabetes,Diabetes,180104,bmi,0,0.15634358437897528,0.2392750453497714,age,0,0.388729815349923,0.3110920651808098,-0.07181701983103839
train:171,1,No Diabetes,Diabetes,180104,bmi,0,0.08540625655764374,0.14266622719002753,bmi,0,0.29224633998786764,0.22347909947391686,-0.08081287228388934
train:172,1,Diabetes,No Diabetes,180102,bmi,0,0.9800294571825989,0.49787702982896664,age,1,1.0612660089802122,0.5065128880447817,-0.008635858215815029
train:173,1,No Diabetes,Diabetes,180105,bmi,0,0.22882984613463755,0.3367686362481077,age,1,1.1843352632632203,0.5390177138718374,-0.20224907762372968
train:174,1,No Diabetes,Diabetes,180104,bmi,0,0.060811957065115725,0.11750572172715279,bmi,0,0.2953108531556084,0.21300788094930878,-0.09550215922215599
train:175,1,No Diabetes,Diabetes,180104,bmi,0,0.07750171662448968,0.12831743294209108,age,0,0.07903469783418471,0.12893508438008194,-0.0006176514379908626
train:176,1,No Diabetes,Diabetes,180104,bmi,0,0.33393457079048017,0.39317288999373423,blood_pressure,0,-0.2094789705235264,0.30601734098747435,0.08715554900625988
train:177,1,No Diabetes,Diabetes,180104,bmi,0,0.3776023390806751,0.34114677718481456,age,0,-0.17188170962344332,0.20090313955086836,0.1402436376339462
train:178,2,Diabetes,No Diabetes,180107,insulin,0,0.03058222775360485,0.3743758794665652,bmi,0,0.39861734810057814,0.42206851482218577,-0.04769263535562057
train:179,2,Diabetes,No Diabetes,180107,insulin,0,0.13291696531733882,0.4580329874403701,blood_pressure,0,-0.14442553498130029,0.4446095484757132,0.013423438964656864
train:180,1,No Diabetes,Diabetes,180103,bmi,1,1.2075626418704932,0.509073687159256,insulin,0,-0.5861958605081188,0.4306587886825136,0.07841489847674243
