participant,domain,xai,phase,original label,target label,case,instance id,response time (seconds),attribute values before and after,x_1_change,x_2_change,x_3_change,x_4_change,x_5_change,x_1_changed,x_2_changed,x_3_changed,x_4_changed,x_5_changed,explanation,num attributes changed,distance of counterfactual to original,counterfactual label,valid counterfactual (0/1),distance to closest minimal counterfactual,confidence for target label original,confidence for target label counterfactual,delta confidence of target label,training response,training correct (0/1)
R_7B5Jtq7sogkM7FU,diabetes,none,testing,Diabetes,No Diabetes,10,130204,4.283,"""Glucose"" - 133(0.497704472029) -> 99(0.208637986737)
""Blood Pressure"" - 102(1) -> 62(0.304347826087)
""Insulin"" - 140(0.214468365916)
""BMI"" - 32.8(0.435515594268)
""Age"" - 45(0.648648648649)",-0.289066485292,-0.695652173913,0,0,0,1,1,0,0,0,,2,0.984718659205,No Diabetes,1,1.25498892947,0.00196931166883,0.999999999233,0.998030687565,,
R_7B5Jtq7sogkM7FU,diabetes,none,testing,No Diabetes,Diabetes,11,130301,44.538,"""Glucose"" - 97(0.191634075837) -> 89(0.123618432239)
""Blood Pressure"" - 64(0.347826086957) -> 59(0.239130434783)
""Insulin"" - 100(0.131980532871)
""BMI"" - 36.8(0.576004495645) -> 29.51104(0.32)
""Age"" - 25(0.108108108108)",-0.068015643598,-0.108695652174,0,-0.256004495645,0,1,1,0,1,0,,3,0.432715791417,No Diabetes,0,0.508473874029,0.0306247744831,0.0109826897268,-0.0196420847563,,
R_7B5Jtq7sogkM7FU,diabetes,none,testing,No Diabetes,Diabetes,12,130307,20.003,"""Glucose"" - 133(0.497704472029) -> 103(0.242645808536)
""Blood Pressure"" - 88(0.869565217391) -> 77(0.630434782609)
""Insulin"" - 155(0.245401303308) -> 109(0.150540295306)
""BMI"" - 32.4(0.42146670413) -> 30.08048(0.34)
""Age"" - 37(0.432432432432)",-0.255058663493,-0.239130434783,-0.0948610080013,-0.0814667041304,0,1,1,1,1,0,,4,0.670516810407,Diabetes,1,0.594468736986,0.00513383899707,0.718119424173,0.712985585176,,
R_7B5Jtq7sogkM7FU,diabetes,none,testing,No Diabetes,Diabetes,13,130308,15.014,"""Glucose"" - 122(0.404182962081) -> 104(0.251147763986)
""Blood Pressure"" - 76(0.608695652174) -> 62(0.304347826087)
""Insulin"" - 200(0.338200115483)
""BMI"" - 35.9(0.544394492835) -> 29.51104(0.32)
""Age"" - 26(0.135135135135)",-0.153035198096,-0.304347826087,0,-0.224394492835,0,1,1,0,1,0,,3,0.681777517018,No Diabetes,0,0.892705836642,3.47155324043e-06,0.000132755780338,0.000129284227098,,
R_7B5Jtq7sogkM7FU,diabetes,none,testing,No Diabetes,Diabetes,14,130305,9.709,"""Glucose"" - 105(0.259649719435) -> 94(0.166128209488)
""Blood Pressure"" - 72(0.521739130435) -> 64(0.347826086957)
""Insulin"" - 325(0.595974593747) -> 172(0.280458632352)
""BMI"" - 36.9(0.579516718179) -> 31.21936(0.38)
""Age"" - 28(0.189189189189)",-0.0935215099473,-0.173913043478,-0.315515961396,-0.199516718179,0,1,1,1,1,0,,4,0.782467233001,No Diabetes,0,0.895863237701,0.000141101260031,0.000245620491593,0.000104519231563,,
R_7B5Jtq7sogkM7FU,diabetes,none,testing,No Diabetes,Diabetes,15,130303,8.194,"""Glucose"" - 129(0.46369665023) -> 100(0.217139942187)
""Blood Pressure"" - 74(0.565217391304) -> 66(0.391304347826)
""Insulin"" - 205(0.348511094614) -> 138(0.210343974264)
""BMI"" - 33.2(0.449564484406) -> 25.52496(0.18)
""Age"" - 25(0.108108108108)",-0.246556708043,-0.173913043478,-0.13816712035,-0.269564484406,0,1,1,1,1,0,,4,0.828201356277,No Diabetes,0,0.724793600695,0.000766530678579,2.90217445008e-05,-0.000737508934078,,
R_7B5Jtq7sogkM7FU,diabetes,none,testing,No Diabetes,Diabetes,16,130302,11.706,"""Glucose"" - 87(0.10661452134) -> 89(0.123618432239)
""Blood Pressure"" - 60(0.260869565217) -> 55(0.152173913043)
""Insulin"" - 75(0.0804256372185)
""BMI"" - 37.2(0.590053385783) -> 30.3652(0.35)
""Age"" - 22(0.027027027027)",0.0170039108995,-0.108695652174,0,-0.240053385783,0,1,1,0,1,0,,3,0.365752948856,No Diabetes,0,0.473999820395,0.000799413265625,0.000358202250393,-0.000441211015232,,
R_7B5Jtq7sogkM7FU,diabetes,none,testing,No Diabetes,Diabetes,17,130304,8.68,"""Glucose"" - 136(0.523210338378) -> 111(0.310661452134)
""Blood Pressure"" - 74(0.565217391304) -> 59(0.239130434783)
""Insulin"" - 204(0.346448898787) -> 128(0.189722016003)
""BMI"" - 37.4(0.597077830851) -> 27.518(0.25)
""Age"" - 24(0.0810810810811)",-0.212548886244,-0.326086956522,-0.156726882785,-0.347077830851,0,1,1,1,1,0,,4,1.0424405564,No Diabetes,0,0.98251106169,0.00664884006495,0.000216102646348,-0.0064327374186,,
R_7B5Jtq7sogkM7FU,diabetes,none,testing,No Diabetes,Diabetes,18,130300,6.15,"""Glucose"" - 115(0.344669273933) -> 103(0.242645808536)
""Blood Pressure"" - 66(0.391304347826) -> 57(0.195652173913)
""Insulin"" - 140(0.214468365916)
""BMI"" - 38.1(0.621663388592) -> 29.79576(0.33)
""Age"" - 28(0.189189189189)",-0.102023465397,-0.195652173913,0,-0.291663388592,0,1,1,0,1,0,,3,0.589339027902,No Diabetes,0,0.667918822776,0.00966080352846,0.0213148273984,0.0116540238699,,
R_7B5Jtq7sogkM7FU,diabetes,none,testing,No Diabetes,Diabetes,19,130306,5.853,"""Glucose"" - 102(0.234143853086)
""Blood Pressure"" - 64(0.347826086957) -> 58(0.217391304348)
""Insulin"" - 78(0.0866122246969)
""BMI"" - 40.6(0.709468951953) -> 31.7888(0.4)
""Age"" - 21(0)",0,-0.130434782609,0,-0.309468951953,0,0,1,0,1,0,,2,0.439903734561,No Diabetes,0,0.555096710015,0.000893085040188,0.000536833516646,-0.000356251523542,,
R_7B5Jtq7sogkM7FU,diabetes,none,testing,No Diabetes,Diabetes,20,130309,6.446,"""Glucose"" - 143(0.582724026526) -> 123(0.412684917531)
""Blood Pressure"" - 86(0.826086956522) -> 67(0.413043478261)
""Insulin"" - 330(0.606285572878) -> 181(0.299018394787)
""BMI"" - 30.1(0.340685585839)
""Age"" - 23(0.0540540540541)",-0.170039108995,-0.413043478261,-0.307267178091,0,0,1,1,1,0,0,,3,0.890349765347,No Diabetes,0,0.656507227157,0.000130785916376,0.100759419277,0.100628633361,,
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,training,No Diabetes,,1,130105,16.709,"""Glucose"" - 83(0.0726066995409)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 71(0.072176853914)
""BMI"" - 29.3(0.312587805563)
""Age"" - 36(0.405405405405)",,,,,,,,,,,"""Glucose"" - 83(0.0726066995409) -> 103(0.242645808536)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 71(0.072176853914) -> 72(0.0742390497402)
""BMI"" - 29.3(0.312587805563)
""Age"" - 36(0.405405405405)",,,,,,,,,Diabetes,0
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,training,Diabetes,,2,130101,13.012,"""Glucose"" - 136(0.523210338378)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 110(0.152602491133)
""BMI"" - 37.1(0.586541163248)
""Age"" - 43(0.594594594595)",,,,,,,,,,,"""Glucose"" - 136(0.523210338378) -> 130(0.472198605679)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 110(0.152602491133) -> 109(0.150540295306)
""BMI"" - 37.1(0.586541163248)
""Age"" - 43(0.594594594595)",,,,,,,,,Diabetes,1
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,training,No Diabetes,,3,130103,8.087,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 88(0.869565217391)
""Insulin"" - 110(0.152602491133)
""BMI"" - 46.8(0.927226749087)
""Age"" - 31(0.27027027027)",,,,,,,,,,,"""Glucose"" - 100(0.217139942187) -> 101(0.225641897636)
""Blood Pressure"" - 88(0.869565217391)
""Insulin"" - 110(0.152602491133) -> 154(0.243339107482)
""BMI"" - 46.8(0.927226749087)
""Age"" - 31(0.27027027027)",,,,,,,,,No Diabetes,1
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,training,Diabetes,,4,130102,8.505,"""Glucose"" - 197(1)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 543(1)
""BMI"" - 30.5(0.354734475976)
""Age"" - 53(0.864864864865)",,,,,,,,,,,"""Glucose"" - 197(1) -> 180(0.897296378167)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 543(1) -> 542(1)
""BMI"" - 30.5(0.354734475976)
""Age"" - 53(0.864864864865)",,,,,,,,,Diabetes,1
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,training,Diabetes,,5,130100,6.566,"""Glucose"" - 160(0.727257269172)
""Blood Pressure"" - 54(0.130434782609)
""Insulin"" - 175(0.28664521983)
""BMI"" - 30.5(0.354734475976)
""Age"" - 39(0.486486486486)",,,,,,,,,,,"""Glucose"" - 160(0.727257269172) -> 159(0.718755313722)
""Blood Pressure"" - 54(0.130434782609)
""Insulin"" - 175(0.28664521983) -> 147(0.228903736699)
""BMI"" - 30.5(0.354734475976)
""Age"" - 39(0.486486486486)",,,,,,,,,Diabetes,1
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,training,No Diabetes,,6,130104,5.356,"""Glucose"" - 117(0.361673184833)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 120(0.173224449394)
""BMI"" - 33.2(0.449564484406)
""Age"" - 24(0.0810810810811)",,,,,,,,,,,"""Glucose"" - 117(0.361673184833) -> 120(0.387179051182)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 120(0.173224449394) -> 143(0.220654953394)
""BMI"" - 33.2(0.449564484406)
""Age"" - 24(0.0810810810811)",,,,,,,,,No Diabetes,1
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,training,Diabetes,,7,130107,22.027,"""Glucose"" - 109(0.293657541234)
""Blood Pressure"" - 76(0.608695652174)
""Insulin"" - 114(0.160851274437)
""BMI"" - 27.9(0.263416690081)
""Age"" - 31(0.27027027027)",,,,,,,,,,,"""Glucose"" - 109(0.293657541234)
""Blood Pressure"" - 76(0.608695652174) -> 74(0.565217391304)
""Insulin"" - 114(0.160851274437)
""BMI"" - 27.9(0.263416690081)
""Age"" - 31(0.27027027027) -> 30(0.243243243243)",,,,,,,,,No Diabetes,0
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,training,No Diabetes,,8,130110,16.953,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 62(0.304347826087)
""Insulin"" - 284(0.511424564877)
""BMI"" - 32.8(0.435515594268)
""Age"" - 23(0.0540540540541)",,,,,,,,,,,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 62(0.304347826087) -> 65(0.369565217391)
""Insulin"" - 284(0.511424564877)
""BMI"" - 32.8(0.435515594268)
""Age"" - 23(0.0540540540541) -> 24(0.0810810810811)",,,,,,,,,Diabetes,0
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,training,No Diabetes,,9,130111,6.735,"""Glucose"" - 146(0.608229892875)
""Blood Pressure"" - 76(0.608695652174)
""Insulin"" - 194(0.325826940526)
""BMI"" - 38.2(0.625175611127)
""Age"" - 29(0.216216216216)",,,,,,,,,,,"""Glucose"" - 146(0.608229892875)
""Blood Pressure"" - 76(0.608695652174) -> 80(0.695652173913)
""Insulin"" - 194(0.325826940526)
""BMI"" - 38.2(0.625175611127)
""Age"" - 29(0.216216216216) -> 30(0.243243243243)",,,,,,,,,Diabetes,0
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,training,No Diabetes,,10,130109,3.671,"""Glucose"" - 152(0.659241625574)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 272(0.486678214963)
""BMI"" - 41.5(0.741078954763)
""Age"" - 27(0.162162162162)",,,,,,,,,,,"""Glucose"" - 152(0.659241625574)
""Blood Pressure"" - 82(0.739130434783) -> 83(0.760869565217)
""Insulin"" - 272(0.486678214963)
""BMI"" - 41.5(0.741078954763)
""Age"" - 27(0.162162162162) -> 34(0.351351351351)",,,,,,,,,No Diabetes,1
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,training,Diabetes,,11,130108,4.879,"""Glucose"" - 130(0.472198605679)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 79(0.088674420523)
""BMI"" - 28.4(0.280977802754)
""Age"" - 34(0.351351351351)",,,,,,,,,,,"""Glucose"" - 130(0.472198605679)
""Blood Pressure"" - 78(0.652173913043) -> 75(0.586956521739)
""Insulin"" - 79(0.088674420523)
""BMI"" - 28.4(0.280977802754)
""Age"" - 34(0.351351351351) -> 33(0.324324324324)",,,,,,,,,No Diabetes,0
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,training,Diabetes,,12,130106,3.392,"""Glucose"" - 129(0.46369665023)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 115(0.162913470263)
""BMI"" - 26.4(0.210733352065)
""Age"" - 28(0.189189189189)",,,,,,,,,,,"""Glucose"" - 129(0.46369665023)
""Blood Pressure"" - 64(0.347826086957) -> 63(0.326086956522)
""Insulin"" - 115(0.162913470263)
""BMI"" - 26.4(0.210733352065)
""Age"" - 28(0.189189189189) -> 26(0.135135135135)",,,,,,,,,No Diabetes,0
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,testing,Diabetes,No Diabetes,1,130208,38.585,"""Glucose"" - 119(0.378677095732)
""Blood Pressure"" - 50(0.0434782608696)
""Insulin"" - 176(0.288707415656) -> 128(0.189722016003)
""BMI"" - 27.1(0.235318909806)
""Age"" - 33(0.324324324324)",0,0,-0.0989853996536,0,0,0,0,1,0,0,,1,0.0989853996536,Diabetes,0,0.294050029501,5.14842648366e-05,0.113846600044,0.113795115779,,
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,testing,Diabetes,No Diabetes,2,130207,13.854,"""Glucose"" - 173(0.837782690019) -> 144(0.591225981976)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 168(0.272209849047) -> 143(0.220654953394)
""BMI"" - 29.7(0.326636695701)
""Age"" - 33(0.324324324324)",-0.246556708043,0,-0.0515548956529,0,0,1,0,1,0,0,,2,0.298111603696,No Diabetes,1,0.261245250971,0.0202974786765,0.633977809949,0.613680331273,,
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,testing,Diabetes,No Diabetes,3,130209,11.317,"""Glucose"" - 128(0.45519469478)
""Blood Pressure"" - 98(1)
""Insulin"" - 58(0.0453683081745)
""BMI"" - 32(0.407417813993) -> 28(0.266928912616)
""Age"" - 33(0.324324324324)",0,0,0,-0.140488901377,0,0,0,0,1,0,,1,0.140488901377,Diabetes,0,0.601710993034,0.00126323358936,0.232186470212,0.230923236622,,
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,testing,Diabetes,No Diabetes,4,130206,13.239,"""Glucose"" - 181(0.905798333617) -> 138(0.540214249277)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 180(0.296956198961) -> 148(0.230965932525)
""BMI"" - 34.1(0.481174487216)
""Age"" - 38(0.459459459459)",-0.365584084339,0,-0.0659902664357,0,0,1,0,1,0,0,,2,0.431574350775,Diabetes,0,0.427196786978,0.000759705140061,0.471305483575,0.470545778435,,
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,testing,Diabetes,No Diabetes,5,130200,11.926,"""Glucose"" - 187(0.956810066315) -> 144(0.591225981976)
""Blood Pressure"" - 76(0.608695652174) -> 72(0.521739130435)
""Insulin"" - 207(0.352635486266)
""BMI"" - 43.6(0.814835627985)
""Age"" - 53(0.864864864865) -> 39(0.486486486486)",-0.365584084339,-0.0869565217391,0,0,-0.378378378378,1,1,0,0,1,,3,0.830918984457,Diabetes,0,0.741521866162,0.0193316016805,0.147292144107,0.127960542426,,
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,testing,Diabetes,No Diabetes,6,130201,9.697,"""Glucose"" - 158(0.710253358272) -> 147(0.616731848325)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 387(0.723830734967) -> 249(0.439247710963)
""BMI"" - 31.2(0.379320033717)
""Age"" - 24(0.0810810810811)",-0.0935215099473,0,-0.284583024004,0,0,1,0,1,0,0,,2,0.378104533951,No Diabetes,1,0.28664521983,0.0206474394228,0.985897354186,0.965249914763,,
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,testing,Diabetes,No Diabetes,7,130204,12.182,"""Glucose"" - 133(0.497704472029)
""Blood Pressure"" - 102(1) -> 74(0.565217391304)
""Insulin"" - 140(0.214468365916)
""BMI"" - 32.8(0.435515594268)
""Age"" - 45(0.648648648649)",0,-0.434782608696,0,0,0,0,1,0,0,0,,1,0.434782608696,Diabetes,0,0.705052878966,0.00196931166883,0.0351759572296,0.0332066455608,,
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,testing,Diabetes,No Diabetes,8,130205,10.539,"""Glucose"" - 108(0.285155585785) -> 122(0.404182962081)
""Blood Pressure"" - 44(0)
""Insulin"" - 130(0.193846407655)
""BMI"" - 24(0.126440011239)
""Age"" - 35(0.378378378378)",0.119027376297,0,0,0,0,1,0,0,0,0,,1,0.119027376297,Diabetes,0,0.254750055497,0.000410874889345,9.75121930775e-05,-0.000313362696268,,
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,testing,Diabetes,No Diabetes,9,130203,9.082,"""Glucose"" - 128(0.45519469478)
""Blood Pressure"" - 88(0.869565217391) -> 75(0.586956521739)
""Insulin"" - 110(0.152602491133)
""BMI"" - 36.5(0.565467828042)
""Age"" - 37(0.432432432432)",0,-0.282608695652,0,0,0,0,1,0,0,0,,1,0.282608695652,No Diabetes,1,0.26615746181,0.10151951701,0.969949831666,0.868430314656,,
R_1Gjl0Vj3LRbQDQL,diabetes,counterfactual,testing,Diabetes,No Diabetes,10,130202,9.006,"""Glucose"" - 165(0.769767046421) -> 144(0.591225981976)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 168(0.272209849047)
""BMI"" - 33.6(0.463613374543) -> 31.21936(0.38)
""Age"" - 49(0.756756756757)",-0.178541064445,0,0,-0.0836133745434,0,1,0,0,1,0,,2,0.262154438988,Diabetes,0,0.329953729105,0.00169891992297,0.211152746508,0.209453826585,,
