participant,domain,xai,phase,original label,target label,case,instance id,response time (seconds),attribute values before and after,x_1_change,x_2_change,x_3_change,x_4_change,x_5_change,x_1_changed,x_2_changed,x_3_changed,x_4_changed,x_5_changed,explanation,num attributes changed,distance of counterfactual to original,counterfactual label,valid counterfactual (0/1),distance to closest minimal counterfactual,confidence for target label original,confidence for target label counterfactual,delta confidence of target label,training response,training correct (0/1)
R_6upJU84Jtf3Faf5,diabetes,none,testing,Diabetes,No Diabetes,6,160202,11.298,"""Glucose"" - 125(0.429688828431) -> 111(0.310661452134)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 115(0.162913470263)
""BMI"" - 31.1(0.375807811183)
""Age"" - 41(0.540540540541) -> 35(0.378378378378)",-0.119027376297,0,0,0,-0.162162162162,1,0,0,0,1,,2,0.281189538459,Diabetes,0,0.281202417978,0.0226086726886,0.309320407529,0.28671173484,,
R_6upJU84Jtf3Faf5,diabetes,none,testing,Diabetes,No Diabetes,7,160213,13.85,"""Glucose"" - 117(0.361673184833)
""Blood Pressure"" - 88(0.869565217391) -> 66(0.391304347826)
""Insulin"" - 145(0.224779345047)
""BMI"" - 34.5(0.495223377353)
""Age"" - 40(0.513513513514)",0,-0.478260869565,0,0,0,0,1,0,0,0,,1,0.478260869565,No Diabetes,1,0.478256745174,0.00760236055804,0.999272587936,0.991670227378,,
R_6upJU84Jtf3Faf5,diabetes,none,testing,Diabetes,No Diabetes,8,160204,10.383,"""Glucose"" - 125(0.429688828431)
""Blood Pressure"" - 70(0.478260869565) -> 65(0.369565217391)
""Insulin"" - 122(0.177348841046)
""BMI"" - 28.9(0.298538915426)
""Age"" - 45(0.648648648649) -> 33(0.324324324324)",0,-0.108695652174,0,0,-0.324324324324,0,1,0,0,1,,2,0.433019976498,No Diabetes,1,0.632998848196,0.0314886929294,0.886438731666,0.854950038737,,
R_6upJU84Jtf3Faf5,diabetes,none,testing,Diabetes,No Diabetes,9,160200,26.37,"""Glucose"" - 154(0.676245536473) -> 113(0.327665363033)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 126(0.18559762435)
""BMI"" - 31.3(0.382832256252)
""Age"" - 37(0.432432432432)",-0.34858017344,0,0,0,0,1,0,0,0,0,,1,0.34858017344,Diabetes,0,0.422510220829,0.011786029432,0.0621305496924,0.0503445202604,,
R_6upJU84Jtf3Faf5,diabetes,none,testing,Diabetes,No Diabetes,10,160203,10.629,"""Glucose"" - 161(0.735759224622) -> 144(0.591225981976)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 132(0.197970799307)
""BMI"" - 25.5(0.179123349255)
""Age"" - 47(0.702702702703) -> 38(0.459459459459)",-0.144533242646,0,0,0,-0.243243243243,1,0,0,0,1,,2,0.387776485889,No Diabetes,1,0.387891832031,0.0154053958182,0.960260246391,0.944854850573,,
R_6upJU84Jtf3Faf5,diabetes,none,testing,No Diabetes,Diabetes,11,160218,20.449,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 193(0.3237647447)
""BMI"" - 29.3(0.312587805563) -> 36.34432(0.56)
""Age"" - 39(0.486486486486)",0,0,0,0.247412194437,0,0,0,0,1,0,,1,0.247412194437,Diabetes,1,0.247296848295,0.0239115963161,0.964431306149,0.940519709833,,
R_6upJU84Jtf3Faf5,diabetes,none,testing,No Diabetes,Diabetes,12,160207,5.089,"""Glucose"" - 89(0.123618432239) -> 104(0.251147763986)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 85(0.10104759548) -> 172(0.280458632352)
""BMI"" - 30.4(0.351222253442)
""Age"" - 38(0.459459459459)",0.127529331746,0,0.179411036872,0,0,1,0,1,0,0,,2,0.306940368618,Diabetes,1,0.0461060980922,3.06571688036e-06,0.999058682787,0.99905561707,,
R_6upJU84Jtf3Faf5,diabetes,none,testing,No Diabetes,Diabetes,13,160208,2.792,"""Glucose"" - 126(0.43819078388)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 75(0.0804256372185) -> 186(0.309329373917)
""BMI"" - 25.9(0.193172239393)
""Age"" - 39(0.486486486486)",0,0,0.228903736699,0,0,0,0,1,0,0,,1,0.228903736699,No Diabetes,0,0.428985075019,0.0118459203727,0.0176651310882,0.00581921071554,,
R_6upJU84Jtf3Faf5,diabetes,none,testing,No Diabetes,Diabetes,14,160219,2.559,"""Glucose"" - 139(0.548716204727)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 140(0.214468365916)
""BMI"" - 28.6(0.288002247822)
""Age"" - 26(0.135135135135) -> 34(0.351351351351)",0,0,0,0,0.216216216216,0,0,0,0,1,,1,0.216216216216,No Diabetes,0,0.208206450339,0.051363697101,0.213499456733,0.162135759632,,
R_6upJU84Jtf3Faf5,diabetes,none,testing,No Diabetes,Diabetes,15,160209,3.633,"""Glucose"" - 83(0.0726066995409) -> 116(0.353171229383)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 71(0.072176853914) -> 148(0.230965932525)
""BMI"" - 29.3(0.312587805563)
""Age"" - 36(0.405405405405)",0.280564529842,0,0.158789078611,0,0,1,0,1,0,0,,2,0.439353608453,Diabetes,1,0.234198625232,4.04768338846e-06,0.873961860799,0.873957813116,,
R_6upJU84Jtf3Faf5,diabetes,none,testing,No Diabetes,Diabetes,16,160215,4.973,"""Glucose"" - 117(0.361673184833)
""Blood Pressure"" - 60(0.260869565217)
""Insulin"" - 106(0.144353707828) -> 172(0.280458632352)
""BMI"" - 33.8(0.470637819612)
""Age"" - 27(0.162162162162) -> 29(0.216216216216)",0,0,0.136104924524,0,0.0540540540541,0,0,1,0,1,,2,0.190158978578,Diabetes,1,0.190146099058,0.077624123637,0.936557486965,0.858933363328,,
R_6upJU84Jtf3Faf5,diabetes,none,testing,No Diabetes,Diabetes,17,160216,8.945,"""Glucose"" - 151(0.650739670124)
""Blood Pressure"" - 62(0.304347826087) -> 65(0.369565217391)
""Insulin"" - 120(0.173224449394)
""BMI"" - 35.5(0.530345602697)
""Age"" - 28(0.189189189189)",0,0.0652173913043,0,0,0,0,1,0,0,0,,1,0.0652173913043,No Diabetes,0,0.265311609144,0.0575860454833,0.287586589885,0.230000544402,,
R_6upJU84Jtf3Faf5,diabetes,none,testing,No Diabetes,Diabetes,18,160217,3.237,"""Glucose"" - 112(0.319163407584)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 94(0.119607357915) -> 186(0.309329373917)
""BMI"" - 34.1(0.481174487216)
""Age"" - 26(0.135135135135) -> 41(0.540540540541)",0,0,0.189722016003,0,0.405405405405,0,0,1,0,1,,2,0.595127421408,No Diabetes,0,0.587002309389,0.155856767991,0.32114021922,0.16528345123,,
R_6upJU84Jtf3Faf5,diabetes,none,testing,No Diabetes,Diabetes,19,160206,9.413,"""Glucose"" - 103(0.242645808536) -> 118(0.370175140282)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 82(0.0948610080013) -> 157(0.24952569496)
""BMI"" - 19.4(0) -> 23.81664(0.12)
""Age"" - 22(0.027027027027) -> 35(0.378378378378)",0.127529331746,0,0.154664686959,0.12,0.351351351351,1,0,1,1,1,,4,0.753545370056,No Diabetes,0,0.960009613589,2.60449439793e-11,0.000195916964266,0.000195916938221,,
R_6upJU84Jtf3Faf5,diabetes,none,testing,No Diabetes,Diabetes,20,160205,6.422,"""Glucose"" - 100(0.217139942187) -> 113(0.327665363033)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 46(0.0206219582612) -> 162(0.259836674091)
""BMI"" - 19.5(0) -> 33.2124(0.45)
""Age"" - 28(0.189189189189) -> 39(0.486486486486)",0.110525420847,0,0.239214715829,0.45,0.297297297297,1,0,1,1,1,,4,1.09703743397,Diabetes,1,1.1220706045,4.55950587885e-06,0.993860110009,0.993855550504,,
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,training,No Diabetes,,1,160111,58.39,"""Glucose"" - 103(0.242645808536)
""Blood Pressure"" - 30(0)
""Insulin"" - 83(0.0969232038274)
""BMI"" - 43.3(0.804298960382)
""Age"" - 33(0.324324324324)",,,,,,,,,,,"""Glucose"" - 103(0.242645808536)
""Blood Pressure"" - 30(0) -> 92(0.95652173913)
""Insulin"" - 83(0.0969232038274) -> 155(0.245401303308)
""BMI"" - 43.3(0.804298960382)
""Age"" - 33(0.324324324324)",,,,,,,,,No Diabetes,1
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,training,Diabetes,,2,160107,34.494,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 184(0.305204982265)
""BMI"" - 36.6(0.568980050576)
""Age"" - 46(0.675675675676)",,,,,,,,,,,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 78(0.652173913043) -> 73.4(0.552173913043)
""Insulin"" - 184(0.305204982265) -> 135.51(0.205209106657)
""BMI"" - 36.6(0.568980050576)
""Age"" - 46(0.675675675676)",,,,,,,,,No Diabetes,0
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,training,Diabetes,,3,160106,38.282,"""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 200(0.338200115483)
""BMI"" - 38.9(0.649761168868)
""Age"" - 41(0.540540540541)",,,,,,,,,,,"""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913) -> 75.4(0.595652173913)
""Insulin"" - 200(0.338200115483) -> 151.51(0.238204239875)
""BMI"" - 38.9(0.649761168868)
""Age"" - 41(0.540540540541)",,,,,,,,,Diabetes,1
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,training,Diabetes,,4,160108,26.974,"""Glucose"" - 95(0.174630164938)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 180(0.296956198961)
""BMI"" - 35(0.512784490025)
""Age"" - 43(0.594594594595)",,,,,,,,,,,"""Glucose"" - 95(0.174630164938)
""Blood Pressure"" - 82(0.739130434783) -> 77.4(0.639130434783)
""Insulin"" - 180(0.296956198961) -> 131.51(0.196960323352)
""BMI"" - 35(0.512784490025)
""Age"" - 43(0.594594594595)",,,,,,,,,No Diabetes,0
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,training,No Diabetes,,5,160109,5.513,"""Glucose"" - 191(0.990817888114)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 130(0.193846407655)
""BMI"" - 30.9(0.368783366114)
""Age"" - 34(0.351351351351)",,,,,,,,,,,"""Glucose"" - 191(0.990817888114)
""Blood Pressure"" - 68(0.434782608696) -> 72.6(0.534782608696)
""Insulin"" - 130(0.193846407655) -> 178.49(0.293842283263)
""BMI"" - 30.9(0.368783366114)
""Age"" - 34(0.351351351351)",,,,,,,,,Diabetes,0
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,training,No Diabetes,,6,160110,5.192,"""Glucose"" - 180(0.897296378167)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 70(0.0701146580879)
""BMI"" - 34(0.477662264681)
""Age"" - 26(0.135135135135)",,,,,,,,,,,"""Glucose"" - 180(0.897296378167)
""Blood Pressure"" - 64(0.347826086957) -> 71(0.5)
""Insulin"" - 70(0.0701146580879) -> 118.49(0.170110533696)
""BMI"" - 34(0.477662264681)
""Age"" - 26(0.135135135135)",,,,,,,,,Diabetes,0
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,training,No Diabetes,,7,160104,8.224,"""Glucose"" - 95(0.174630164938)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 73(0.0763012455663)
""BMI"" - 25.9(0.193172239393)
""Age"" - 36(0.405405405405)",,,,,,,,,,,"""Glucose"" - 95(0.174630164938) -> 128(0.45519469478)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 73(0.0763012455663)
""BMI"" - 25.9(0.193172239393) -> 28.75(0.293270581624)
""Age"" - 36(0.405405405405)",,,,,,,,,Diabetes,0
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,training,Diabetes,,8,160100,5.229,"""Glucose"" - 186(0.948308110865)
""Blood Pressure"" - 90(0.913043478261)
""Insulin"" - 225(0.389755011136)
""BMI"" - 34.5(0.495223377353)
""Age"" - 37(0.432432432432)",,,,,,,,,,,"""Glucose"" - 186(0.948308110865) -> 161(0.735759224622)
""Blood Pressure"" - 90(0.913043478261)
""Insulin"" - 225(0.389755011136)
""BMI"" - 34.5(0.495223377353) -> 30.2(0.344197808373)
""Age"" - 37(0.432432432432)",,,,,,,,,No Diabetes,0
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,training,No Diabetes,,9,160105,4.978,"""Glucose"" - 116(0.353171229383)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 87(0.105171987132)
""BMI"" - 22.1(0.0597077830851)
""Age"" - 37(0.432432432432)",,,,,,,,,,,"""Glucose"" - 116(0.353171229383) -> 132(0.489202516579)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 87(0.105171987132)
""BMI"" - 22.1(0.0597077830851) -> 27.1(0.235318909806)
""Age"" - 37(0.432432432432)",,,,,,,,,No Diabetes,1
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,training,Diabetes,,10,160102,5.456,"""Glucose"" - 187(0.956810066315)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 304(0.552668481399)
""BMI"" - 37.7(0.607614498455)
""Age"" - 41(0.540540540541)",,,,,,,,,,,"""Glucose"" - 187(0.956810066315) -> 150(0.642237714674)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 304(0.552668481399)
""BMI"" - 37.7(0.607614498455) -> 34.85(0.507516156224)
""Age"" - 41(0.540540540541)",,,,,,,,,Diabetes,1
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,training,No Diabetes,,11,160103,4.541,"""Glucose"" - 99(0.208637986737)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 64(0.0577414831312)
""BMI"" - 19.3(0)
""Age"" - 30(0.243243243243)",,,,,,,,,,,"""Glucose"" - 99(0.208637986737) -> 111(0.310661452134)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 64(0.0577414831312)
""BMI"" - 19.3(0) -> 27.7(0.256392245013)
""Age"" - 30(0.243243243243)",,,,,,,,,Diabetes,0
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,training,Diabetes,,12,160101,4.705,"""Glucose"" - 149(0.633735759225)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 127(0.187659820177)
""BMI"" - 29.3(0.312587805563)
""Age"" - 42(0.567567567568)",,,,,,,,,,,"""Glucose"" - 149(0.633735759225) -> 137.24(0.533752763136)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 127(0.187659820177)
""BMI"" - 29.3(0.312587805563) -> 25.9(0.193172239393)
""Age"" - 42(0.567567567568)",,,,,,,,,Diabetes,1
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,testing,Diabetes,No Diabetes,1,160214,39.177,"""Glucose"" - 104(0.251147763986) -> 113(0.327665363033)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 156(0.247463499134)
""BMI"" - 29.9(0.33366114077)
""Age"" - 41(0.540540540541)",0.0765175990478,0,0,0,0,1,0,0,0,0,,1,0.0765175990478,Diabetes,0,0.276611816887,0.00403975635919,0.000891616514395,-0.00314813984479,,
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,testing,Diabetes,No Diabetes,2,160210,9.928,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 215(0.369133052875) -> 351(0.649591685226)
""BMI"" - 39.4(0.66732228154)
""Age"" - 43(0.594594594595)",0,0,0.280458632352,0,0,0,0,1,0,0,,1,0.280458632352,Diabetes,0,0.48045450796,0.00206481615935,4.10041851034e-06,-0.00206071574084,,
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,testing,Diabetes,No Diabetes,3,160202,13.862,"""Glucose"" - 125(0.429688828431)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 115(0.162913470263) -> 215(0.369133052875)
""BMI"" - 31.1(0.375807811183)
""Age"" - 41(0.540540540541)",0,0,0.206219582612,0,0,0,0,1,0,0,,1,0.206219582612,Diabetes,0,0.406198454309,0.0226086726886,0.0539331117591,0.0313244390706,,
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,testing,Diabetes,No Diabetes,4,160203,7.604,"""Glucose"" - 161(0.735759224622)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 132(0.197970799307)
""BMI"" - 25.5(0.179123349255) -> 33.78184(0.47)
""Age"" - 47(0.702702702703)",0,0,0,0.290876650745,0,0,0,0,1,0,,1,0.290876650745,Diabetes,0,0.490957989065,0.0154053958182,0.00161356353151,-0.0137918322867,,
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,testing,Diabetes,No Diabetes,5,160204,6.915,"""Glucose"" - 125(0.429688828431)
""Blood Pressure"" - 70(0.478260869565) -> 77(0.630434782609)
""Insulin"" - 122(0.177348841046) -> 196(0.329951332179)
""BMI"" - 28.9(0.298538915426)
""Age"" - 45(0.648648648649)",0,0.152173913043,0.152602491133,0,0,0,1,1,0,0,,2,0.304776404176,Diabetes,0,0.504755275873,0.0314886929294,0.0137707606462,-0.0177179322832,,
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,testing,Diabetes,No Diabetes,6,160211,10.001,"""Glucose"" - 145(0.599727937426)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 130(0.193846407655) -> 181(0.299018394787)
""BMI"" - 37.9(0.614638943523)
""Age"" - 40(0.513513513514)",0,0,0.105171987132,0,0,0,0,1,0,0,,1,0.105171987132,Diabetes,0,0.305154983221,0.0173759567743,0.0430408172159,0.0256648604417,,
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,testing,Diabetes,No Diabetes,7,160200,8.105,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 126(0.18559762435) -> 211(0.36088426957)
""BMI"" - 31.3(0.382832256252)
""Age"" - 37(0.432432432432)",0,0,0.17528664522,0,0,0,0,1,0,0,,1,0.17528664522,No Diabetes,1,0.449182684787,0.011786029432,0.682985267171,0.671199237739,,
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,testing,Diabetes,No Diabetes,8,160201,12.024,"""Glucose"" - 187(0.956810066315)
""Blood Pressure"" - 70(0.478260869565) -> 77(0.630434782609)
""Insulin"" - 200(0.338200115483) -> 312(0.569166048008)
""BMI"" - 36.4(0.561955605507)
""Age"" - 36(0.405405405405)",0,0.152173913043,0.230965932525,0,0,0,1,1,0,0,,2,0.383139845568,Diabetes,0,0.660488686614,1.00978194599e-05,1.10810752792e-06,-8.98971193198e-06,,
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,testing,Diabetes,No Diabetes,9,160213,11.086,"""Glucose"" - 117(0.361673184833)
""Blood Pressure"" - 88(0.869565217391)
""Insulin"" - 145(0.224779345047) -> 196(0.329951332179)
""BMI"" - 34.5(0.495223377353)
""Age"" - 40(0.513513513514)",0,0,0.105171987132,0,0,0,0,1,0,0,,1,0.105171987132,Diabetes,0,0.30516786274,0.00760236055804,0.00181893918074,-0.0057834213773,,
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,testing,Diabetes,No Diabetes,10,160212,7.452,"""Glucose"" - 111(0.310661452134)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 207(0.352635486266) -> 337(0.620720943661)
""BMI"" - 37.1(0.586541163248)
""Age"" - 56(0.945945945946)",0,0,0.268085457395,0,0,0,0,1,0,0,,1,0.268085457395,Diabetes,0,0.468081333003,0.0145223683682,7.22898614377e-06,-0.014515139382,,
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,testing,No Diabetes,Diabetes,11,160206,14.864,"""Glucose"" - 103(0.242645808536)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 82(0.0948610080013) -> 220(0.379444032005)
""BMI"" - 19.4(0) -> 29.22632(0.31)
""Age"" - 22(0.027027027027) -> 26(0.135135135135)",0,0,0.284583024004,0.31,0.108108108108,0,0,1,1,1,,3,0.702691132112,No Diabetes,0,1.16421403914,2.60449439793e-11,8.8381703133e-05,8.8381677088e-05,,
R_5L0xQQar3o8Bvr3,diabetes,counterfactual,testing,No Diabetes,Diabetes,12,160217,5.526,"""Glucose"" - 112(0.319163407584)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 94(0.119607357915)
""BMI"" - 34.1(0.481174487216)
""Age"" - 26(0.135135135135) -> 31(0.27027027027)",0,0,0,0,0.135135135135,0,0,0,0,1,,1,0.135135135135,Diabetes,1,0.127010023116,0.155856767991,0.932268129435,0.776411361444,,
