participant,domain,xai,phase,original label,target label,case,instance id,response time (seconds),attribute values before and after,x_1_change,x_2_change,x_3_change,x_4_change,x_5_change,x_1_changed,x_2_changed,x_3_changed,x_4_changed,x_5_changed,explanation,num attributes changed,distance of counterfactual to original,counterfactual label,valid counterfactual (0/1),distance to closest minimal counterfactual,confidence for target label original,confidence for target label counterfactual,delta confidence of target label,training response,training correct (0/1)
R_5cuMJZcXnXdkcTS,diabetes,none,testing,Diabetes,No Diabetes,2,130208,11.906,"""Glucose"" - 119(0.378677095732) -> 92(0.149124298589)
""Blood Pressure"" - 50(0.0434782608696) -> 55(0.152173913043)
""Insulin"" - 176(0.288707415656) -> 191(0.319640353048)
""BMI"" - 27.1(0.235318909806) -> 26.37912(0.21)
""Age"" - 33(0.324324324324)",-0.229552797143,0.108695652174,0.0309329373917,-0.0253189098061,0,1,1,1,1,0,,4,0.394500296515,Diabetes,0,0.415651882884,5.14842648366e-05,0.499211903139,0.499160418874,,
R_5cuMJZcXnXdkcTS,diabetes,none,testing,Diabetes,No Diabetes,3,130203,10.708,"""Glucose"" - 128(0.45519469478) -> 98(0.200136031287)
""Blood Pressure"" - 88(0.869565217391) -> 60(0.260869565217)
""Insulin"" - 110(0.152602491133)
""BMI"" - 36.5(0.565467828042) -> 31.7888(0.4)
""Age"" - 37(0.432432432432)",-0.255058663493,-0.608695652174,0,-0.165467828042,0,1,1,0,1,0,,3,1.02922214371,No Diabetes,1,1.01277090987,0.10151951701,0.999999229291,0.898479712282,,
R_5cuMJZcXnXdkcTS,diabetes,none,testing,Diabetes,No Diabetes,4,130201,9.007,"""Glucose"" - 158(0.710253358272) -> 120(0.387179051182)
""Blood Pressure"" - 64(0.347826086957) -> 55(0.152173913043)
""Insulin"" - 387(0.723830734967) -> 206(0.35057329044)
""BMI"" - 31.2(0.379320033717)
""Age"" - 24(0.0810810810811)",-0.323074307091,-0.195652173913,-0.373257444527,0,0,1,1,1,0,0,,3,0.891983925531,No Diabetes,1,0.800524611409,0.0206474394228,0.989117093462,0.968469654039,,
R_5cuMJZcXnXdkcTS,diabetes,none,testing,Diabetes,No Diabetes,5,130202,5.686,"""Glucose"" - 165(0.769767046421) -> 124(0.421186872981)
""Blood Pressure"" - 68(0.434782608696) -> 61(0.282608695652)
""Insulin"" - 168(0.272209849047)
""BMI"" - 33.6(0.463613374543) -> 28.65688(0.29)
""Age"" - 49(0.756756756757) -> 32(0.297297297297)",-0.34858017344,-0.152173913043,0,-0.173613374543,-0.459459459459,1,1,0,1,1,,4,1.13382692049,No Diabetes,1,1.2016262106,0.00169891992297,0.699750753889,0.698051833966,,
R_5cuMJZcXnXdkcTS,diabetes,none,testing,Diabetes,No Diabetes,6,130205,4.879,"""Glucose"" - 108(0.285155585785) -> 93(0.157626254038)
""Blood Pressure"" - 44(0)
""Insulin"" - 130(0.193846407655)
""BMI"" - 24(0.126440011239)
""Age"" - 35(0.378378378378)",-0.127529331746,0,0,0,0,1,0,0,0,0,,1,0.127529331746,Diabetes,0,0.263252010947,0.000410874889345,0.00455857385871,0.00414769896936,,
R_5cuMJZcXnXdkcTS,diabetes,none,testing,Diabetes,No Diabetes,7,130204,4.959,"""Glucose"" - 133(0.497704472029) -> 104(0.251147763986)
""Blood Pressure"" - 102(1) -> 51(0.0652173913043)
""Insulin"" - 140(0.214468365916)
""BMI"" - 32.8(0.435515594268)
""Age"" - 45(0.648648648649) -> 38(0.459459459459)",-0.246556708043,-0.934782608696,0,0,-0.189189189189,1,1,0,0,1,,3,1.37052850593,No Diabetes,1,1.26242039782,0.00196931166883,0.912496096231,0.910526784563,,
R_5cuMJZcXnXdkcTS,diabetes,none,testing,Diabetes,No Diabetes,8,130209,3.792,"""Glucose"" - 128(0.45519469478) -> 100(0.217139942187)
""Blood Pressure"" - 98(1) -> 60(0.260869565217)
""Insulin"" - 58(0.0453683081745)
""BMI"" - 32(0.407417813993)
""Age"" - 33(0.324324324324)",-0.238054752593,-0.739130434783,0,0,0,1,1,0,0,0,,2,0.977185187376,No Diabetes,1,0.786233365989,0.00126323358936,0.999937826727,0.998674593137,,
R_5cuMJZcXnXdkcTS,diabetes,none,testing,Diabetes,No Diabetes,9,130207,2.977,"""Glucose"" - 173(0.837782690019) -> 119(0.378677095732)
""Blood Pressure"" - 70(0.478260869565) -> 61(0.282608695652)
""Insulin"" - 168(0.272209849047)
""BMI"" - 29.7(0.326636695701)
""Age"" - 33(0.324324324324)",-0.459105594287,-0.195652173913,0,0,0,1,1,0,0,0,,2,0.6547577682,No Diabetes,1,0.721001206781,0.0202974786765,0.84428361656,0.823986137883,,
R_5cuMJZcXnXdkcTS,diabetes,none,testing,Diabetes,No Diabetes,10,140200,2.386,"""Glucose"" - 174(0.846284645468) -> 104(0.251147763986)
""Blood Pressure"" - 58(0.217391304348)
""Insulin"" - 194(0.325826940526)
""BMI"" - 32.9(0.439027816802)
""Age"" - 36(0.405405405405)",-0.595136881483,0,0,0,0,1,0,0,0,0,,1,0.595136881483,Diabetes,0,0.669629103368,0.016394998512,0.061803142415,0.045408143903,,
R_5cuMJZcXnXdkcTS,diabetes,none,testing,No Diabetes,Diabetes,11,130305,7.114,"""Glucose"" - 105(0.259649719435) -> 149(0.633735759225)
""Blood Pressure"" - 72(0.521739130435) -> 65(0.369565217391)
""Insulin"" - 325(0.595974593747) -> 375(0.699084385053)
""BMI"" - 36.9(0.579516718179)
""Age"" - 28(0.189189189189)",0.374086039789,-0.152173913043,0.103109791306,0,0,1,1,1,0,0,,3,0.629369744138,Diabetes,1,0.742765748839,0.000141101260031,0.824901412168,0.824760310908,,
R_5cuMJZcXnXdkcTS,diabetes,none,testing,No Diabetes,Diabetes,12,130304,3.614,"""Glucose"" - 136(0.523210338378) -> 159(0.718755313722)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 204(0.346448898787)
""BMI"" - 37.4(0.597077830851)
""Age"" - 24(0.0810810810811) -> 33(0.324324324324)",0.195544975344,0,0,0,0.243243243243,1,0,0,0,1,,2,0.438788218588,Diabetes,1,0.552771767354,0.00664884006495,0.996197572782,0.989548732717,,
R_5cuMJZcXnXdkcTS,diabetes,none,testing,No Diabetes,Diabetes,13,130306,4.882,"""Glucose"" - 102(0.234143853086) -> 149(0.633735759225)
""Blood Pressure"" - 64(0.347826086957) -> 71(0.5)
""Insulin"" - 78(0.0866122246969) -> 220(0.379444032005)
""BMI"" - 40.6(0.709468951953)
""Age"" - 21(0)",0.399591906138,0.152173913043,0.292831807308,0,0,1,1,1,0,0,,3,0.84459762649,Diabetes,1,0.840763225647,0.000893085040188,0.546005182036,0.545112096996,,
R_5cuMJZcXnXdkcTS,diabetes,none,testing,No Diabetes,Diabetes,14,140307,6.511,"""Glucose"" - 90(0.132120387689) -> 131(0.480700561129)
""Blood Pressure"" - 88(0.869565217391)
""Insulin"" - 54(0.0371195248701) -> 196(0.329951332179)
""BMI"" - 37.7(0.607614498455)
""Age"" - 29(0.216216216216) -> 42(0.567567567568)",0.34858017344,0,0.292831807308,0,0.351351351351,1,0,1,0,1,,3,0.9927633321,Diabetes,1,0.921672804094,0.00500141667395,0.994705736237,0.989704319563,,
R_5cuMJZcXnXdkcTS,diabetes,none,testing,No Diabetes,Diabetes,15,130301,3.706,"""Glucose"" - 97(0.191634075837) -> 158(0.710253358272)
""Blood Pressure"" - 64(0.347826086957) -> 70(0.478260869565)
""Insulin"" - 100(0.131980532871)
""BMI"" - 36.8(0.576004495645)
""Age"" - 25(0.108108108108)",0.518619282435,0.130434782609,0,0,0,1,1,0,0,0,,2,0.649054065044,Diabetes,1,0.622788682259,0.0306247744831,0.987952741615,0.957327967132,,
R_5cuMJZcXnXdkcTS,diabetes,none,testing,No Diabetes,Diabetes,16,130302,4.282,"""Glucose"" - 87(0.10661452134) -> 159(0.718755313722)
""Blood Pressure"" - 60(0.260869565217) -> 69(0.45652173913)
""Insulin"" - 75(0.0804256372185)
""BMI"" - 37.2(0.590053385783)
""Age"" - 22(0.027027027027) -> 41(0.540540540541)",0.612140792382,0.195652173913,0,0,0.513513513514,1,1,0,0,1,,3,1.32130647981,Diabetes,1,1.32752988595,0.000799413265625,0.972186701745,0.971387288479,,
R_5cuMJZcXnXdkcTS,diabetes,none,testing,No Diabetes,Diabetes,17,130300,2.635,"""Glucose"" - 115(0.344669273933) -> 163(0.752763135521)
""Blood Pressure"" - 66(0.391304347826)
""Insulin"" - 140(0.214468365916)
""BMI"" - 38.1(0.621663388592)
""Age"" - 28(0.189189189189) -> 38(0.459459459459)",0.408093861588,0,0,0,0.27027027027,1,0,0,0,1,,2,0.678364131858,Diabetes,1,0.603908728637,0.00966080352846,0.892856741634,0.883195938106,,
R_5cuMJZcXnXdkcTS,diabetes,none,testing,No Diabetes,Diabetes,18,140308,4.079,"""Glucose"" - 127(0.44669273933) -> 165(0.769767046421)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 210(0.358822073744)
""BMI"" - 36.3(0.558443382973)
""Age"" - 23(0.0540540540541) -> 35(0.378378378378)",0.323074307091,0,0,0,0.324324324324,1,0,0,0,1,,2,0.647398631415,Diabetes,1,0.90298030004,1.91386523518e-07,0.999845213977,0.99984502259,,
R_5cuMJZcXnXdkcTS,diabetes,none,testing,No Diabetes,Diabetes,19,130303,1.913,"""Glucose"" - 129(0.46369665023) -> 159(0.718755313722)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 205(0.348511094614)
""BMI"" - 33.2(0.449564484406)
""Age"" - 25(0.108108108108)",0.255058663493,0,0,0,0,1,0,0,0,0,,1,0.255058663493,Diabetes,1,0.412520473128,0.000766530678579,0.99999670067,0.999230169992,,
R_5cuMJZcXnXdkcTS,diabetes,none,testing,No Diabetes,Diabetes,20,130309,3.04,"""Glucose"" - 143(0.582724026526) -> 170(0.812276823669)
""Blood Pressure"" - 86(0.826086956522)
""Insulin"" - 330(0.606285572878)
""BMI"" - 30.1(0.340685585839)
""Age"" - 23(0.0540540540541) -> 33(0.324324324324)",0.229552797143,0,0,0,0.27027027027,1,0,0,0,1,,2,0.499823067414,Diabetes,1,0.733665605604,0.000130785916376,0.999975183262,0.999844397346,,
R_53dL26t7L3fRn0z,diabetes,attribution,training,Diabetes,,1,130108,32.622,"""Glucose"" - 130(0.472198605679)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 79(0.088674420523)
""BMI"" - 28.4(0.280977802754)
""Age"" - 34(0.351351351351)",,,,,,,,,,,"""Age"" - -58% toward Diabetes
""Blood Pressure"" - -42% toward Diabetes",,,,,,,,,No Diabetes,0
R_53dL26t7L3fRn0z,diabetes,attribution,training,Diabetes,,2,130106,11.72,"""Glucose"" - 129(0.46369665023)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 115(0.162913470263)
""BMI"" - 26.4(0.210733352065)
""Age"" - 28(0.189189189189)",,,,,,,,,,,"""Blood Pressure"" - -53% toward Diabetes
""Age"" - -47% toward Diabetes",,,,,,,,,Diabetes,1
R_53dL26t7L3fRn0z,diabetes,attribution,training,No Diabetes,,3,130109,16.733,"""Glucose"" - 152(0.659241625574)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 272(0.486678214963)
""BMI"" - 41.5(0.741078954763)
""Age"" - 27(0.162162162162)",,,,,,,,,,,"""Age"" - +53% toward No Diabetes
""Blood Pressure"" - +47% toward No Diabetes",,,,,,,,,Diabetes,0
R_53dL26t7L3fRn0z,diabetes,attribution,training,No Diabetes,,4,130111,6.939,"""Glucose"" - 146(0.608229892875)
""Blood Pressure"" - 76(0.608695652174)
""Insulin"" - 194(0.325826940526)
""BMI"" - 38.2(0.625175611127)
""Age"" - 29(0.216216216216)",,,,,,,,,,,"""Blood Pressure"" - +64% toward No Diabetes
""Age"" - +36% toward No Diabetes",,,,,,,,,Diabetes,0
R_53dL26t7L3fRn0z,diabetes,attribution,training,Diabetes,,5,130107,7.082,"""Glucose"" - 109(0.293657541234)
""Blood Pressure"" - 76(0.608695652174)
""Insulin"" - 114(0.160851274437)
""BMI"" - 27.9(0.263416690081)
""Age"" - 31(0.27027027027)",,,,,,,,,,,"""Age"" - -53% toward Diabetes
""Blood Pressure"" - -47% toward Diabetes",,,,,,,,,Diabetes,1
R_53dL26t7L3fRn0z,diabetes,attribution,training,No Diabetes,,6,130110,4.212,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 62(0.304347826087)
""Insulin"" - 284(0.511424564877)
""BMI"" - 32.8(0.435515594268)
""Age"" - 23(0.0540540540541)",,,,,,,,,,,"""Age"" - +60% toward No Diabetes
""Blood Pressure"" - +40% toward No Diabetes",,,,,,,,,No Diabetes,1
R_53dL26t7L3fRn0z,diabetes,attribution,training,No Diabetes,,7,130105,7.801,"""Glucose"" - 83(0.0726066995409)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 71(0.072176853914)
""BMI"" - 29.3(0.312587805563)
""Age"" - 36(0.405405405405)",,,,,,,,,,,"""Glucose"" - +87% toward No Diabetes
""Insulin"" - +13% toward No Diabetes",,,,,,,,,Diabetes,0
R_53dL26t7L3fRn0z,diabetes,attribution,training,No Diabetes,,8,130103,8.502,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 88(0.869565217391)
""Insulin"" - 110(0.152602491133)
""BMI"" - 46.8(0.927226749087)
""Age"" - 31(0.27027027027)",,,,,,,,,,,"""Insulin"" - +59% toward No Diabetes
""Glucose"" - +41% toward No Diabetes",,,,,,,,,Diabetes,0
R_53dL26t7L3fRn0z,diabetes,attribution,training,Diabetes,,9,130102,5.704,"""Glucose"" - 197(1)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 543(1)
""BMI"" - 30.5(0.354734475976)
""Age"" - 53(0.864864864865)",,,,,,,,,,,"""Glucose"" - -61% toward Diabetes
""Insulin"" - -39% toward Diabetes",,,,,,,,,Diabetes,1
R_53dL26t7L3fRn0z,diabetes,attribution,training,No Diabetes,,10,130104,8.206,"""Glucose"" - 117(0.361673184833)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 120(0.173224449394)
""BMI"" - 33.2(0.449564484406)
""Age"" - 24(0.0810810810811)",,,,,,,,,,,"""Insulin"" - +61% toward No Diabetes
""Glucose"" - +39% toward No Diabetes",,,,,,,,,No Diabetes,1
R_53dL26t7L3fRn0z,diabetes,attribution,training,Diabetes,,11,130101,5.524,"""Glucose"" - 136(0.523210338378)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 110(0.152602491133)
""BMI"" - 37.1(0.586541163248)
""Age"" - 43(0.594594594595)",,,,,,,,,,,"""Glucose"" - -55% toward Diabetes
""Insulin"" - -45% toward Diabetes",,,,,,,,,Diabetes,1
R_53dL26t7L3fRn0z,diabetes,attribution,training,Diabetes,,12,130100,6.23,"""Glucose"" - 160(0.727257269172)
""Blood Pressure"" - 54(0.130434782609)
""Insulin"" - 175(0.28664521983)
""BMI"" - 30.5(0.354734475976)
""Age"" - 39(0.486486486486)",,,,,,,,,,,"""Glucose"" - -50% toward Diabetes
""Insulin"" - -50% toward Diabetes",,,,,,,,,Diabetes,1
R_53dL26t7L3fRn0z,diabetes,attribution,testing,Diabetes,No Diabetes,1,130208,55.121,"""Glucose"" - 119(0.378677095732) -> 74(0)
""Blood Pressure"" - 50(0.0434782608696)
""Insulin"" - 176(0.288707415656) -> 75(0.0804256372185)
""BMI"" - 27.1(0.235318909806) -> 22.39304(0.07)
""Age"" - 33(0.324324324324) -> 23(0.0540540540541)",-0.378677095732,0,-0.208281778438,-0.165318909806,-0.27027027027,1,0,1,1,1,,4,1.02254805425,No Diabetes,1,1.00139646788,5.14842648366e-05,0.999998389253,0.999946904988,,
R_53dL26t7L3fRn0z,diabetes,attribution,testing,Diabetes,No Diabetes,2,130207,16.077,"""Glucose"" - 173(0.837782690019) -> 86(0.0981125658902)
""Blood Pressure"" - 70(0.478260869565) -> 55(0.152173913043)
""Insulin"" - 168(0.272209849047) -> 65(0.0598036789574)
""BMI"" - 29.7(0.326636695701) -> 23.81664(0.12)
""Age"" - 33(0.324324324324) -> 26(0.135135135135)",-0.739670124129,-0.326086956522,-0.21240617009,-0.206636695701,-0.189189189189,1,1,1,1,1,,5,1.67398913563,No Diabetes,1,1.62474960795,0.0202974786765,0.999999383764,0.979701905088,,
R_53dL26t7L3fRn0z,diabetes,attribution,testing,Diabetes,No Diabetes,3,130201,8.183,"""Glucose"" - 158(0.710253358272) -> 99(0.208637986737)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 387(0.723830734967) -> 84(0.0989853996536)
""BMI"" - 31.2(0.379320033717)
""Age"" - 24(0.0810810810811)",-0.501615371535,0,-0.624845335313,0,0,1,0,1,0,0,,2,1.12646070685,No Diabetes,1,1.03500139273,0.0206474394228,0.990908195859,0.970260756436,,
R_53dL26t7L3fRn0z,diabetes,attribution,testing,Diabetes,No Diabetes,4,130204,10.568,"""Glucose"" - 133(0.497704472029)
""Blood Pressure"" - 102(1) -> 51(0.0652173913043)
""Insulin"" - 140(0.214468365916)
""BMI"" - 32.8(0.435515594268) -> 25.80968(0.19)
""Age"" - 45(0.648648648649) -> 23(0.0540540540541)",0,-0.934782608696,0,-0.245515594268,-0.594594594595,0,1,0,1,1,,3,1.77489279756,No Diabetes,1,1.50462252729,0.00196931166883,0.999988802705,0.998019491036,,
R_53dL26t7L3fRn0z,diabetes,attribution,testing,Diabetes,No Diabetes,5,130202,14.178,"""Glucose"" - 165(0.769767046421) -> 84(0.0811086549906)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 168(0.272209849047) -> 65(0.0598036789574)
""BMI"" - 33.6(0.463613374543) -> 24.38608(0.14)
""Age"" - 49(0.756756756757) -> 24(0.0810810810811)",-0.68865839143,0,-0.21240617009,-0.323613374543,-0.675675675676,1,0,1,1,1,,4,1.90035361174,No Diabetes,1,1.96815290186,0.00169891992297,0.99999999998,0.998301080057,,
R_53dL26t7L3fRn0z,diabetes,attribution,testing,Diabetes,No Diabetes,6,140206,12.099,"""Glucose"" - 170(0.812276823669) -> 91(0.140622343139)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 225(0.389755011136) -> 55(0.0391817206962)
""BMI"" - 34.5(0.495223377353) -> 22.96248(0.09)
""Age"" - 30(0.243243243243) -> 27(0.162162162162)",-0.671654480531,0,-0.35057329044,-0.405223377353,-0.0810810810811,1,0,1,1,1,,4,1.5085322294,No Diabetes,1,1.35155217447,8.15324239452e-05,0.999999977597,0.999918445173,,
R_53dL26t7L3fRn0z,diabetes,attribution,testing,Diabetes,No Diabetes,7,140200,10.107,"""Glucose"" - 174(0.846284645468) -> 86(0.0981125658902)
""Blood Pressure"" - 58(0.217391304348)
""Insulin"" - 194(0.325826940526) -> 89(0.109296378784)
""BMI"" - 32.9(0.439027816802) -> 23.2472(0.1)
""Age"" - 36(0.405405405405) -> 22(0.027027027027)",-0.748172079578,0,-0.216530561742,-0.339027816802,-0.378378378378,1,0,1,1,1,,4,1.6821088365,No Diabetes,1,1.62462052552,0.016394998512,0.999999993659,0.983604995147,,
R_53dL26t7L3fRn0z,diabetes,attribution,testing,Diabetes,No Diabetes,8,130209,12.407,"""Glucose"" - 128(0.45519469478) -> 97(0.191634075837)
""Blood Pressure"" - 98(1) -> 53(0.108695652174)
""Insulin"" - 58(0.0453683081745)
""BMI"" - 32(0.407417813993) -> 25(0.161562236583)
""Age"" - 33(0.324324324324) -> 25(0.108108108108)",-0.263560618942,-0.891304347826,0,-0.245855577409,-0.216216216216,1,1,0,1,1,,4,1.61693676039,No Diabetes,1,1.15571466874,0.00126323358936,0.999300782248,0.998037548659,,
R_53dL26t7L3fRn0z,diabetes,attribution,testing,Diabetes,No Diabetes,9,130205,9.151,"""Glucose"" - 108(0.285155585785) -> 82(0.0641047440911)
""Blood Pressure"" - 44(0)
""Insulin"" - 130(0.193846407655)
""BMI"" - 24(0.126440011239)
""Age"" - 35(0.378378378378) -> 24(0.0810810810811)",-0.221050841694,0,0,0,-0.297297297297,1,0,0,0,1,,2,0.518348138991,Diabetes,0,0.654070818192,0.000410874889345,0.0196074581446,0.0191965832553,,
R_53dL26t7L3fRn0z,diabetes,attribution,testing,Diabetes,No Diabetes,10,130203,9.347,"""Glucose"" - 128(0.45519469478) -> 103(0.242645808536)
""Blood Pressure"" - 88(0.869565217391) -> 59(0.239130434783)
""Insulin"" - 110(0.152602491133)
""BMI"" - 36.5(0.565467828042) -> 22.67776(0.08)
""Age"" - 37(0.432432432432) -> 26(0.135135135135)",-0.212548886244,-0.630434782609,0,-0.485467828042,-0.297297297297,1,1,0,1,1,,4,1.62574879419,No Diabetes,1,1.60929756035,0.10151951701,0.999474767238,0.897955250228,,
R_53dL26t7L3fRn0z,diabetes,attribution,testing,No Diabetes,Diabetes,11,130302,15.131,"""Glucose"" - 87(0.10661452134) -> 191(0.990817888114)
""Blood Pressure"" - 60(0.260869565217)
""Insulin"" - 75(0.0804256372185) -> 424(0.800131980533)
""BMI"" - 37.2(0.590053385783)
""Age"" - 22(0.027027027027)",0.884203366774,0,0.719706343314,0,0,1,0,1,0,0,,2,1.60390971009,Diabetes,1,1.61013311623,0.000799413265625,0.999999822513,0.999200409247,,
R_53dL26t7L3fRn0z,diabetes,attribution,testing,No Diabetes,Diabetes,12,130301,8.55,"""Glucose"" - 97(0.191634075837) -> 179(0.888794422717)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 100(0.131980532871) -> 453(0.85993565949)
""BMI"" - 36.8(0.576004495645) -> 45.17064(0.87)
""Age"" - 25(0.108108108108)",0.69716034688,0,0.727955126619,0.293995504355,0,1,0,1,1,0,,3,1.71911097785,Diabetes,1,1.69284559507,0.0306247744831,0.99999645626,0.969371681777,,
R_53dL26t7L3fRn0z,diabetes,attribution,testing,No Diabetes,Diabetes,13,130305,11.475,"""Glucose"" - 105(0.259649719435) -> 178(0.880292467267)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 325(0.595974593747) -> 443(0.839313701229)
""BMI"" - 36.9(0.579516718179)
""Age"" - 28(0.189189189189) -> 40(0.513513513514)",0.620642747832,0,0.243339107482,0,0.324324324324,1,0,1,0,1,,3,1.18830617964,Diabetes,1,1.07491017494,0.000141101260031,0.995243113672,0.995102012412,,
R_53dL26t7L3fRn0z,diabetes,attribution,testing,No Diabetes,Diabetes,14,130306,7.728,"""Glucose"" - 102(0.234143853086) -> 166(0.77826900187)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 78(0.0866122246969) -> 409(0.769199043141)
""BMI"" - 40.6(0.709468951953)
""Age"" - 21(0)",0.544125148784,0,0.682586818444,0,0,1,0,1,0,0,,2,1.22671196723,Diabetes,1,1.22287756639,0.000893085040188,0.998686308062,0.997793223021,,
