participant,domain,xai,phase,original label,target label,case,instance id,response time (seconds),attribute values before and after,x_1_change,x_2_change,x_3_change,x_4_change,x_5_change,x_1_changed,x_2_changed,x_3_changed,x_4_changed,x_5_changed,explanation,num attributes changed,distance of counterfactual to original,counterfactual label,valid counterfactual (0/1),distance to closest minimal counterfactual,confidence for target label original,confidence for target label counterfactual,delta confidence of target label,training response,training correct (0/1)
R_1KMTwE2iCLDGMxz,diabetes,none,testing,Diabetes,No Diabetes,5,160203,10.253,"""Glucose"" - 161(0.735759224622) -> 120(0.387179051182)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 132(0.197970799307)
""BMI"" - 25.5(0.179123349255)
""Age"" - 47(0.702702702703)",-0.34858017344,0,0,0,0,1,0,0,0,0,,1,0.34858017344,No Diabetes,1,0.348695519582,0.0154053958182,0.995248055878,0.97984266006,,
R_1KMTwE2iCLDGMxz,diabetes,none,testing,Diabetes,No Diabetes,6,160213,24.559,"""Glucose"" - 117(0.361673184833)
""Blood Pressure"" - 88(0.869565217391)
""Insulin"" - 145(0.224779345047)
""BMI"" - 34.5(0.495223377353) -> 30.3652(0.35)
""Age"" - 40(0.513513513514)",0,0,0,-0.145223377353,0,0,0,0,1,0,,1,0.145223377353,Diabetes,0,0.345219252962,0.00760236055804,0.0546517280319,0.0470493674739,,
R_1KMTwE2iCLDGMxz,diabetes,none,testing,Diabetes,No Diabetes,7,160202,20.792,"""Glucose"" - 125(0.429688828431)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 115(0.162913470263)
""BMI"" - 31.1(0.375807811183) -> 27.80272(0.26)
""Age"" - 41(0.540540540541)",0,0,0,-0.115807811183,0,0,0,0,1,0,,1,0.115807811183,Diabetes,0,0.31578668288,0.0226086726886,0.229576716509,0.20696804382,,
R_1KMTwE2iCLDGMxz,diabetes,none,testing,Diabetes,No Diabetes,8,160204,16.179,"""Glucose"" - 125(0.429688828431) -> 102(0.234143853086)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 122(0.177348841046)
""BMI"" - 28.9(0.298538915426)
""Age"" - 45(0.648648648649)",-0.195544975344,0,0,0,0,1,0,0,0,0,,1,0.195544975344,No Diabetes,1,0.195557854864,0.0314886929294,0.999864359528,0.968375666599,,
R_1KMTwE2iCLDGMxz,diabetes,none,testing,Diabetes,No Diabetes,9,160211,19.904,"""Glucose"" - 145(0.599727937426) -> 133(0.497704472029)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 130(0.193846407655)
""BMI"" - 37.9(0.614638943523)
""Age"" - 40(0.513513513514)",-0.102023465397,0,0,0,0,1,0,0,0,0,,1,0.102023465397,No Diabetes,1,0.102040469308,0.0173759567743,0.803712246083,0.786336289308,,
R_1KMTwE2iCLDGMxz,diabetes,none,testing,Diabetes,No Diabetes,10,160214,13.722,"""Glucose"" - 104(0.251147763986)
""Blood Pressure"" - 74(0.565217391304) -> 65(0.369565217391)
""Insulin"" - 156(0.247463499134)
""BMI"" - 29.9(0.33366114077)
""Age"" - 41(0.540540540541)",0,-0.195652173913,0,0,0,0,1,0,0,0,,1,0.195652173913,No Diabetes,1,0.395746391752,0.00403975635919,0.998527720686,0.994487964327,,
R_1KMTwE2iCLDGMxz,diabetes,none,testing,No Diabetes,Diabetes,11,160215,58.941,"""Glucose"" - 117(0.361673184833) -> 147(0.616731848325)
""Blood Pressure"" - 60(0.260869565217)
""Insulin"" - 106(0.144353707828)
""BMI"" - 33.8(0.470637819612)
""Age"" - 27(0.162162162162)",0.255058663493,0,0,0,0,1,0,0,0,0,,1,0.255058663493,No Diabetes,0,0.45503753519,0.077624123637,0.0300729190951,-0.047551204542,,
R_1KMTwE2iCLDGMxz,diabetes,none,testing,No Diabetes,Diabetes,12,160209,10.684,"""Glucose"" - 83(0.0726066995409)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 71(0.072176853914)
""BMI"" - 29.3(0.312587805563) -> 38.9068(0.65)
""Age"" - 36(0.405405405405)",0,0,0,0.337412194437,0,0,0,0,1,0,,1,0.337412194437,No Diabetes,0,0.649801360616,4.04768338846e-06,8.57394655274e-09,-4.03910944191e-06,,
R_1KMTwE2iCLDGMxz,diabetes,none,testing,No Diabetes,Diabetes,13,160205,21.773,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 46(0.0206219582612) -> 220(0.379444032005)
""BMI"" - 19.5(0)
""Age"" - 28(0.189189189189)",0,0,0.358822073744,0,0,0,0,1,0,0,,1,0.358822073744,No Diabetes,0,0.741882764806,4.55950587885e-06,1.26343380202e-12,-4.55950461542e-06,,
R_1KMTwE2iCLDGMxz,diabetes,none,testing,No Diabetes,Diabetes,14,160219,10.54,"""Glucose"" - 139(0.548716204727)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 140(0.214468365916) -> 288(0.519673348181)
""BMI"" - 28.6(0.288002247822)
""Age"" - 26(0.135135135135)",0,0,0.305204982265,0,0,0,0,1,0,0,,1,0.305204982265,No Diabetes,0,0.513411432604,0.051363697101,0.00398097223907,-0.0473827248619,,
R_1KMTwE2iCLDGMxz,diabetes,none,testing,No Diabetes,Diabetes,15,160217,9.779,"""Glucose"" - 112(0.319163407584)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 94(0.119607357915)
""BMI"" - 34.1(0.481174487216) -> 39.47624(0.67)
""Age"" - 26(0.135135135135)",0,0,0,0.188825512784,0,0,0,0,1,0,,1,0.188825512784,No Diabetes,0,0.396916616982,0.155856767991,0.0141538109639,-0.141702957027,,
R_1KMTwE2iCLDGMxz,diabetes,none,testing,No Diabetes,Diabetes,16,160208,8.985,"""Glucose"" - 126(0.43819078388)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 75(0.0804256372185)
""BMI"" - 25.9(0.193172239393) -> 38.62208(0.64)
""Age"" - 39(0.486486486486)",0,0,0,0.446827760607,0,0,0,0,1,0,,1,0.446827760607,No Diabetes,0,0.446712414465,0.0118459203727,0.00102544692885,-0.0108204734438,,
R_1KMTwE2iCLDGMxz,diabetes,none,testing,No Diabetes,Diabetes,17,160207,15.167,"""Glucose"" - 89(0.123618432239) -> 112(0.319163407584)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 85(0.10104759548)
""BMI"" - 30.4(0.351222253442)
""Age"" - 38(0.459459459459)",0.195544975344,0,0,0,0,1,0,0,0,0,,1,0.195544975344,No Diabetes,0,0.256413253692,3.06571688036e-06,0.120232907715,0.120229841998,,
R_1KMTwE2iCLDGMxz,diabetes,none,testing,No Diabetes,Diabetes,18,160206,16.172,"""Glucose"" - 103(0.242645808536)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 82(0.0948610080013)
""BMI"" - 19.4(0) -> 41.18456(0.73)
""Age"" - 22(0.027027027027)",0,0,0,0.73,0,0,0,0,1,0,,1,0.73,No Diabetes,0,1.40773912324,2.60449439793e-11,0.0209749074967,0.0209749074706,,
R_1KMTwE2iCLDGMxz,diabetes,none,testing,No Diabetes,Diabetes,19,160218,6.423,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 193(0.3237647447)
""BMI"" - 29.3(0.312587805563) -> 36.91376(0.58)
""Age"" - 39(0.486486486486)",0,0,0,0.267412194437,0,0,0,0,1,0,,1,0.267412194437,Diabetes,1,0.267296848295,0.0239115963161,0.965898080698,0.941986484382,,
R_1KMTwE2iCLDGMxz,diabetes,none,testing,No Diabetes,Diabetes,20,160216,8.856,"""Glucose"" - 151(0.650739670124)
""Blood Pressure"" - 62(0.304347826087)
""Insulin"" - 120(0.173224449394) -> 249(0.439247710963)
""BMI"" - 35.5(0.530345602697)
""Age"" - 28(0.189189189189)",0,0,0.266023261569,0,0,0,0,1,0,0,,1,0.266023261569,Diabetes,1,0.266125728192,0.0575860454833,0.999210350667,0.941624305183,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,Diabetes,,1,160107,18.291,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 184(0.305204982265)
""BMI"" - 36.6(0.568980050576)
""Age"" - 46(0.675675675676)",,,,,,,,,,,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 78(0.652173913043) -> 73.4(0.552173913043)
""Insulin"" - 184(0.305204982265) -> 135.51(0.205209106657)
""BMI"" - 36.6(0.568980050576)
""Age"" - 46(0.675675675676)",,,,,,,,,No Diabetes,0
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,Diabetes,,2,160106,39.363,"""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 200(0.338200115483)
""BMI"" - 38.9(0.649761168868)
""Age"" - 41(0.540540540541)",,,,,,,,,,,"""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913) -> 75.4(0.595652173913)
""Insulin"" - 200(0.338200115483) -> 151.51(0.238204239875)
""BMI"" - 38.9(0.649761168868)
""Age"" - 41(0.540540540541)",,,,,,,,,Diabetes,1
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,Diabetes,,3,160108,9.181,"""Glucose"" - 95(0.174630164938)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 180(0.296956198961)
""BMI"" - 35(0.512784490025)
""Age"" - 43(0.594594594595)",,,,,,,,,,,"""Glucose"" - 95(0.174630164938)
""Blood Pressure"" - 82(0.739130434783) -> 77.4(0.639130434783)
""Insulin"" - 180(0.296956198961) -> 131.51(0.196960323352)
""BMI"" - 35(0.512784490025)
""Age"" - 43(0.594594594595)",,,,,,,,,Diabetes,1
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,No Diabetes,,4,160109,10.706,"""Glucose"" - 191(0.990817888114)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 130(0.193846407655)
""BMI"" - 30.9(0.368783366114)
""Age"" - 34(0.351351351351)",,,,,,,,,,,"""Glucose"" - 191(0.990817888114)
""Blood Pressure"" - 68(0.434782608696) -> 72.6(0.534782608696)
""Insulin"" - 130(0.193846407655) -> 178.49(0.293842283263)
""BMI"" - 30.9(0.368783366114)
""Age"" - 34(0.351351351351)",,,,,,,,,No Diabetes,1
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,No Diabetes,,5,160111,13.836,"""Glucose"" - 103(0.242645808536)
""Blood Pressure"" - 30(0)
""Insulin"" - 83(0.0969232038274)
""BMI"" - 43.3(0.804298960382)
""Age"" - 33(0.324324324324)",,,,,,,,,,,"""Glucose"" - 103(0.242645808536)
""Blood Pressure"" - 30(0) -> 92(0.95652173913)
""Insulin"" - 83(0.0969232038274) -> 155(0.245401303308)
""BMI"" - 43.3(0.804298960382)
""Age"" - 33(0.324324324324)",,,,,,,,,No Diabetes,1
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,No Diabetes,,6,160110,4.903,"""Glucose"" - 180(0.897296378167)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 70(0.0701146580879)
""BMI"" - 34(0.477662264681)
""Age"" - 26(0.135135135135)",,,,,,,,,,,"""Glucose"" - 180(0.897296378167)
""Blood Pressure"" - 64(0.347826086957) -> 71(0.5)
""Insulin"" - 70(0.0701146580879) -> 118.49(0.170110533696)
""BMI"" - 34(0.477662264681)
""Age"" - 26(0.135135135135)",,,,,,,,,No Diabetes,1
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,No Diabetes,,7,160104,3.495,"""Glucose"" - 95(0.174630164938)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 73(0.0763012455663)
""BMI"" - 25.9(0.193172239393)
""Age"" - 36(0.405405405405)",,,,,,,,,,,"""Glucose"" - 95(0.174630164938) -> 128(0.45519469478)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 73(0.0763012455663)
""BMI"" - 25.9(0.193172239393) -> 28.75(0.293270581624)
""Age"" - 36(0.405405405405)",,,,,,,,,No Diabetes,1
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,Diabetes,,8,160100,3.085,"""Glucose"" - 186(0.948308110865)
""Blood Pressure"" - 90(0.913043478261)
""Insulin"" - 225(0.389755011136)
""BMI"" - 34.5(0.495223377353)
""Age"" - 37(0.432432432432)",,,,,,,,,,,"""Glucose"" - 186(0.948308110865) -> 161(0.735759224622)
""Blood Pressure"" - 90(0.913043478261)
""Insulin"" - 225(0.389755011136)
""BMI"" - 34.5(0.495223377353) -> 30.2(0.344197808373)
""Age"" - 37(0.432432432432)",,,,,,,,,Diabetes,1
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,Diabetes,,9,160102,7.357,"""Glucose"" - 187(0.956810066315)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 304(0.552668481399)
""BMI"" - 37.7(0.607614498455)
""Age"" - 41(0.540540540541)",,,,,,,,,,,"""Glucose"" - 187(0.956810066315) -> 150(0.642237714674)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 304(0.552668481399)
""BMI"" - 37.7(0.607614498455) -> 34.85(0.507516156224)
""Age"" - 41(0.540540540541)",,,,,,,,,Diabetes,1
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,Diabetes,,10,160101,190.745,"""Glucose"" - 149(0.633735759225)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 127(0.187659820177)
""BMI"" - 29.3(0.312587805563)
""Age"" - 42(0.567567567568)",,,,,,,,,,,"""Glucose"" - 149(0.633735759225) -> 137.24(0.533752763136)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 127(0.187659820177)
""BMI"" - 29.3(0.312587805563) -> 25.9(0.193172239393)
""Age"" - 42(0.567567567568)",,,,,,,,,No Diabetes,0
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,No Diabetes,,11,160103,47.461,"""Glucose"" - 99(0.208637986737)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 64(0.0577414831312)
""BMI"" - 19.3(0)
""Age"" - 30(0.243243243243)",,,,,,,,,,,"""Glucose"" - 99(0.208637986737) -> 111(0.310661452134)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 64(0.0577414831312)
""BMI"" - 19.3(0) -> 27.7(0.256392245013)
""Age"" - 30(0.243243243243)",,,,,,,,,Diabetes,0
R_7MBioYOD8gq6nT3,diabetes,counterfactual,training,No Diabetes,,12,160105,5.263,"""Glucose"" - 116(0.353171229383)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 87(0.105171987132)
""BMI"" - 22.1(0.0597077830851)
""Age"" - 37(0.432432432432)",,,,,,,,,,,"""Glucose"" - 116(0.353171229383) -> 132(0.489202516579)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 87(0.105171987132)
""BMI"" - 22.1(0.0597077830851) -> 27.1(0.235318909806)
""Age"" - 37(0.432432432432)",,,,,,,,,No Diabetes,1
R_7MBioYOD8gq6nT3,diabetes,counterfactual,testing,Diabetes,No Diabetes,1,160210,15.544,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 215(0.369133052875)
""BMI"" - 39.4(0.66732228154) -> 29.51104(0.32)
""Age"" - 43(0.594594594595)",0,0,0,-0.34732228154,0,0,0,0,1,0,,1,0.34732228154,Diabetes,0,0.547318157148,0.00206481615935,8.67782429074e-05,-0.00197803791645,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,testing,Diabetes,No Diabetes,2,160203,45.041,"""Glucose"" - 161(0.735759224622)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 132(0.197970799307)
""BMI"" - 25.5(0.179123349255) -> 22.96248(0.09)
""Age"" - 47(0.702702702703)",0,0,0,-0.0891233492554,0,0,0,0,1,0,,1,0.0891233492554,No Diabetes,1,0.110957989065,0.0154053958182,0.876146671145,0.860741275327,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,testing,Diabetes,No Diabetes,3,160211,26.479,"""Glucose"" - 145(0.599727937426)
""Blood Pressure"" - 80(0.695652173913) -> 72(0.521739130435)
""Insulin"" - 130(0.193846407655)
""BMI"" - 37.9(0.614638943523) -> 29.79576(0.33)
""Age"" - 40(0.513513513514)",0,-0.173913043478,0,-0.284638943523,0,0,1,0,1,0,,2,0.458551987002,Diabetes,0,0.458534983091,0.0173759567743,0.106225714683,0.0888497579092,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,testing,Diabetes,No Diabetes,4,160212,14.099,"""Glucose"" - 111(0.310661452134)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 207(0.352635486266)
""BMI"" - 37.1(0.586541163248) -> 29.79576(0.33)
""Age"" - 56(0.945945945946)",0,0,0,-0.256541163248,0,0,0,0,1,0,,1,0.256541163248,Diabetes,0,0.456537038856,0.0145223683682,0.147168275902,0.132645907534,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,testing,Diabetes,No Diabetes,5,160200,14.42,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 126(0.18559762435)
""BMI"" - 31.3(0.382832256252) -> 28.37216(0.28)
""Age"" - 37(0.432432432432)",0,0,0,-0.102832256252,0,0,0,0,1,0,,1,0.102832256252,Diabetes,0,0.376728295819,0.011786029432,0.27997504113,0.268189011698,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,testing,Diabetes,No Diabetes,6,160214,11.479,"""Glucose"" - 104(0.251147763986)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 156(0.247463499134)
""BMI"" - 29.9(0.33366114077) -> 26.94856(0.23)
""Age"" - 41(0.540540540541)",0,0,0,-0.10366114077,0,0,0,0,1,0,,1,0.10366114077,No Diabetes,1,0.103558674147,0.00403975635919,0.76221381246,0.758174056101,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,testing,Diabetes,No Diabetes,7,160213,3.764,"""Glucose"" - 117(0.361673184833)
""Blood Pressure"" - 88(0.869565217391) -> 70(0.478260869565)
""Insulin"" - 145(0.224779345047)
""BMI"" - 34.5(0.495223377353)
""Age"" - 40(0.513513513514)",0,-0.391304347826,0,0,0,0,1,0,0,0,,1,0.391304347826,No Diabetes,1,0.391300223434,0.00760236055804,0.967945114282,0.960342753724,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,testing,Diabetes,No Diabetes,8,160201,9.774,"""Glucose"" - 187(0.956810066315) -> 136(0.523210338378)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 200(0.338200115483) -> 138(0.210343974264)
""BMI"" - 36.4(0.561955605507) -> 31.21936(0.38)
""Age"" - 36(0.405405405405)",-0.433599727937,0,-0.127856141219,-0.181955605507,0,1,0,1,1,0,,3,0.743411474664,No Diabetes,1,0.765048033271,1.00978194599e-05,0.677514143639,0.67750404582,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,testing,Diabetes,No Diabetes,9,160204,9.122,"""Glucose"" - 125(0.429688828431)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 122(0.177348841046)
""BMI"" - 28.9(0.298538915426)
""Age"" - 45(0.648648648649) -> 40(0.513513513514)",0,0,0,0,-0.135135135135,0,0,0,0,1,,1,0.135135135135,Diabetes,0,0.335114006833,0.0314886929294,0.0344206935542,0.00293200062484,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,testing,Diabetes,No Diabetes,10,160202,5.327,"""Glucose"" - 125(0.429688828431)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 115(0.162913470263)
""BMI"" - 31.1(0.375807811183) -> 28.65688(0.29)
""Age"" - 41(0.540540540541)",0,0,0,-0.0858078111829,0,0,0,0,1,0,,1,0.0858078111829,Diabetes,0,0.28578668288,0.0226086726886,0.0573568394682,0.0347481667796,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,testing,No Diabetes,Diabetes,11,160209,27.225,"""Glucose"" - 83(0.0726066995409)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 71(0.072176853914)
""BMI"" - 29.3(0.312587805563) -> 26.0944(0.2)
""Age"" - 36(0.405405405405)",0,0,0,-0.112587805563,0,0,0,0,1,0,,1,0.112587805563,No Diabetes,0,0.424976971742,4.04768338846e-06,1.5328288927e-07,-3.89440049919e-06,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,testing,No Diabetes,Diabetes,12,160219,15.979,"""Glucose"" - 139(0.548716204727)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 140(0.214468365916)
""BMI"" - 28.6(0.288002247822) -> 27.518(0.25)
""Age"" - 26(0.135135135135)",0,0,0,-0.0380022478224,0,0,0,0,1,0,,1,0.0380022478224,No Diabetes,0,0.246208698161,0.051363697101,0.0220494306265,-0.0293142664745,,
R_7MBioYOD8gq6nT3,diabetes,counterfactual,testing,No Diabetes,Diabetes,13,160217,8.351,"""Glucose"" - 112(0.319163407584)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 94(0.119607357915)
""BMI"" - 34.1(0.481174487216) -> 25.80968(0.19)
""Age"" - 26(0.135135135135)",0,0,0,-0.291174487216,0,0,0,0,1,0,,1,0.291174487216,No Diabetes,0,0.499265591413,0.155856767991,0.155105862849,-0.000750905141867,,
