participant,domain,xai,phase,original label,target label,case,instance id,response time (seconds),attribute values before and after,x_1_change,x_2_change,x_3_change,x_4_change,x_5_change,x_1_changed,x_2_changed,x_3_changed,x_4_changed,x_5_changed,explanation,num attributes changed,distance of counterfactual to original,counterfactual label,valid counterfactual (0/1),distance to closest minimal counterfactual,confidence for target label original,confidence for target label counterfactual,delta confidence of target label,training response,training correct (0/1)
R_1myAGA2v3gStUIS,diabetes,attribution,testing,Diabetes,No Diabetes,3,160200,7.82,"""Glucose"" - 154(0.676245536473) -> 99(0.208637986737)
""Blood Pressure"" - 72(0.521739130435) -> 58(0.217391304348)
""Insulin"" - 126(0.18559762435)
""BMI"" - 31.3(0.382832256252)
""Age"" - 37(0.432432432432)",-0.467607549736,-0.304347826087,0,0,0,1,1,0,0,0,,2,0.771955375823,No Diabetes,1,0.498059336256,0.011786029432,0.999644090292,0.98785806086,,
R_1myAGA2v3gStUIS,diabetes,attribution,testing,Diabetes,No Diabetes,4,160210,6.742,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 74(0.565217391304) -> 55(0.152173913043)
""Insulin"" - 215(0.369133052875)
""BMI"" - 39.4(0.66732228154) -> 27.518(0.25)
""Age"" - 43(0.594594594595)",0,-0.413043478261,0,-0.41732228154,0,0,1,0,1,0,,2,0.830365759801,Diabetes,0,0.830361635409,0.00206481615935,0.0818860121762,0.0798211960169,,
R_1myAGA2v3gStUIS,diabetes,attribution,testing,Diabetes,No Diabetes,5,160213,7.362,"""Glucose"" - 117(0.361673184833) -> 97(0.191634075837)
""Blood Pressure"" - 88(0.869565217391) -> 60(0.260869565217)
""Insulin"" - 145(0.224779345047)
""BMI"" - 34.5(0.495223377353)
""Age"" - 40(0.513513513514)",-0.170039108995,-0.608695652174,0,0,0,1,1,0,0,0,,2,0.778734761169,No Diabetes,1,0.778730636777,0.00760236055804,0.999993624805,0.992391264247,,
R_1myAGA2v3gStUIS,diabetes,attribution,testing,Diabetes,No Diabetes,6,160204,6.554,"""Glucose"" - 125(0.429688828431) -> 92(0.149124298589)
""Blood Pressure"" - 70(0.478260869565) -> 59(0.239130434783)
""Insulin"" - 122(0.177348841046)
""BMI"" - 28.9(0.298538915426)
""Age"" - 45(0.648648648649)",-0.280564529842,-0.239130434783,0,0,0,1,1,0,0,0,,2,0.519694964624,No Diabetes,1,0.519707844144,0.0314886929294,0.999999998472,0.968511305543,,
R_1myAGA2v3gStUIS,diabetes,attribution,testing,Diabetes,No Diabetes,7,160212,7.311,"""Glucose"" - 111(0.310661452134)
""Blood Pressure"" - 72(0.521739130435) -> 57(0.195652173913)
""Insulin"" - 207(0.352635486266)
""BMI"" - 37.1(0.586541163248)
""Age"" - 56(0.945945945946) -> 36(0.405405405405)",0,-0.326086956522,0,0,-0.540540540541,0,1,0,0,1,,2,0.866627497062,Diabetes,0,0.866623372671,0.0145223683682,0.0241639832706,0.00964161490238,,
R_1myAGA2v3gStUIS,diabetes,attribution,testing,Diabetes,No Diabetes,8,160201,7.072,"""Glucose"" - 187(0.956810066315) -> 106(0.268151674885)
""Blood Pressure"" - 70(0.478260869565) -> 57(0.195652173913)
""Insulin"" - 200(0.338200115483)
""BMI"" - 36.4(0.561955605507)
""Age"" - 36(0.405405405405)",-0.68865839143,-0.282608695652,0,0,0,1,1,0,0,0,,2,0.971267087082,Diabetes,0,1.04861592813,1.00978194599e-05,0.131410211951,0.131400114132,,
R_1myAGA2v3gStUIS,diabetes,attribution,testing,Diabetes,No Diabetes,9,160211,6.756,"""Glucose"" - 145(0.599727937426) -> 89(0.123618432239)
""Blood Pressure"" - 80(0.695652173913) -> 55(0.152173913043)
""Insulin"" - 130(0.193846407655)
""BMI"" - 37.9(0.614638943523)
""Age"" - 40(0.513513513514)",-0.476109505186,-0.54347826087,0,0,0,1,1,0,0,0,,2,1.01958776606,No Diabetes,1,0.819604769967,0.0173759567743,0.999995633152,0.982619676378,,
R_1myAGA2v3gStUIS,diabetes,attribution,testing,Diabetes,No Diabetes,10,160203,7.344,"""Glucose"" - 161(0.735759224622) -> 98(0.200136031287)
""Blood Pressure"" - 68(0.434782608696) -> 58(0.217391304348)
""Insulin"" - 132(0.197970799307)
""BMI"" - 25.5(0.179123349255)
""Age"" - 47(0.702702702703)",-0.535623193334,-0.217391304348,0,0,0,1,1,0,0,0,,2,0.753014497682,No Diabetes,1,0.753129843824,0.0154053958182,0.999999977352,0.984594581534,,
R_1myAGA2v3gStUIS,diabetes,attribution,testing,No Diabetes,Diabetes,11,160209,35.901,"""Glucose"" - 83(0.0726066995409) -> 127(0.44669273933)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 71(0.072176853914) -> 128(0.189722016003)
""BMI"" - 29.3(0.312587805563)
""Age"" - 36(0.405405405405)",0.374086039789,0,0.117545162089,0,0,1,0,1,0,0,,2,0.491631201878,Diabetes,1,0.368964051701,4.04768338846e-06,0.761396347018,0.761392299335,,
R_1myAGA2v3gStUIS,diabetes,attribution,testing,No Diabetes,Diabetes,12,160205,17.75,"""Glucose"" - 100(0.217139942187) -> 159(0.718755313722)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 46(0.0206219582612) -> 206(0.35057329044)
""BMI"" - 19.5(0)
""Age"" - 28(0.189189189189)",0.501615371535,0,0.329951332179,0,0,1,0,1,0,0,,2,0.831566703714,No Diabetes,0,0.585482691494,4.55950587885e-06,1.29021854312e-07,-4.43048402454e-06,,
R_1myAGA2v3gStUIS,diabetes,attribution,testing,No Diabetes,Diabetes,13,160219,13.463,"""Glucose"" - 139(0.548716204727)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 140(0.214468365916) -> 356(0.659902664357)
""BMI"" - 28.6(0.288002247822)
""Age"" - 26(0.135135135135) -> 40(0.513513513514)",0,0,0.445434298441,0,0.378378378378,0,0,1,0,1,,2,0.823812676819,Diabetes,1,0.815802910942,0.051363697101,0.956018357564,0.904654660463,,
R_1myAGA2v3gStUIS,diabetes,attribution,testing,No Diabetes,Diabetes,14,160216,7.435,"""Glucose"" - 151(0.650739670124)
""Blood Pressure"" - 62(0.304347826087) -> 81(0.717391304348)
""Insulin"" - 120(0.173224449394) -> 293(0.529984327312)
""BMI"" - 35.5(0.530345602697)
""Age"" - 28(0.189189189189)",0,0.413043478261,0.356759877918,0,0,0,1,1,0,0,,2,0.769803356179,No Diabetes,0,0.769905822801,0.0575860454833,0.207940376553,0.15035433107,,
R_1myAGA2v3gStUIS,diabetes,attribution,testing,No Diabetes,Diabetes,15,160208,9.85,"""Glucose"" - 126(0.43819078388) -> 157(0.701751402823)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 75(0.0804256372185) -> 303(0.550606285573)
""BMI"" - 25.9(0.193172239393)
""Age"" - 39(0.486486486486)",0.263560618942,0,0.470180648354,0,0,1,0,1,0,0,,2,0.733741267297,No Diabetes,0,0.733856613439,0.0118459203727,0.00384282948497,-0.00800309088769,,
R_1myAGA2v3gStUIS,diabetes,attribution,testing,No Diabetes,Diabetes,16,160206,8.078,"""Glucose"" - 103(0.242645808536) -> 140(0.557218160177)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 82(0.0948610080013) -> 327(0.6000989854)
""BMI"" - 19.4(0)
""Age"" - 22(0.027027027027)",0.314572351641,0,0.505237977398,0,0,1,0,1,0,0,,2,0.819810329039,No Diabetes,0,0.868404748999,2.60449439793e-11,2.71557665243e-10,2.45512721264e-10,,
R_1myAGA2v3gStUIS,diabetes,attribution,testing,No Diabetes,Diabetes,17,160218,8.928,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 193(0.3237647447) -> 400(0.750639280706)
""BMI"" - 29.3(0.312587805563)
""Age"" - 39(0.486486486486)",0,0,0.426874536006,0,0,0,0,1,0,0,,1,0.426874536006,No Diabetes,0,0.626955874326,0.0239115963161,0.00593752696135,-0.0179740693548,,
R_1myAGA2v3gStUIS,diabetes,attribution,testing,No Diabetes,Diabetes,18,160215,6.685,"""Glucose"" - 117(0.361673184833) -> 149(0.633735759225)
""Blood Pressure"" - 60(0.260869565217)
""Insulin"" - 106(0.144353707828) -> 332(0.61040996453)
""BMI"" - 33.8(0.470637819612)
""Age"" - 27(0.162162162162)",0.272062574392,0,0.466056256702,0,0,1,0,1,0,0,,2,0.738118831094,Diabetes,1,0.738105951575,0.077624123637,0.994033141803,0.916409018166,,
R_1myAGA2v3gStUIS,diabetes,attribution,testing,No Diabetes,Diabetes,19,160207,7.451,"""Glucose"" - 89(0.123618432239) -> 119(0.378677095732)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 85(0.10104759548) -> 312(0.569166048008)
""BMI"" - 30.4(0.351222253442)
""Age"" - 38(0.459459459459)",0.255058663493,0,0.468118452528,0,0,1,0,1,0,0,,2,0.723177116021,No Diabetes,0,0.462342845495,3.06571688036e-06,0.0767843409179,0.0767812752011,,
R_1myAGA2v3gStUIS,diabetes,attribution,testing,No Diabetes,Diabetes,20,160217,7.892,"""Glucose"" - 112(0.319163407584) -> 153(0.667743581024)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 94(0.119607357915) -> 312(0.569166048008)
""BMI"" - 34.1(0.481174487216)
""Age"" - 26(0.135135135135)",0.34858017344,0,0.449558690093,0,0,1,0,1,0,0,,2,0.798138863533,Diabetes,1,0.806263975552,0.155856767991,0.970302231489,0.814445463499,,
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,training,Diabetes,,1,160106,18.13,"""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 200(0.338200115483)
""BMI"" - 38.9(0.649761168868)
""Age"" - 41(0.540540540541)",,,,,,,,,,,"""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913) -> 75.4(0.595652173913)
""Insulin"" - 200(0.338200115483) -> 151.51(0.238204239875)
""BMI"" - 38.9(0.649761168868)
""Age"" - 41(0.540540540541)",,,,,,,,,No Diabetes,0
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,training,No Diabetes,,2,160110,4.582,"""Glucose"" - 180(0.897296378167)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 70(0.0701146580879)
""BMI"" - 34(0.477662264681)
""Age"" - 26(0.135135135135)",,,,,,,,,,,"""Glucose"" - 180(0.897296378167)
""Blood Pressure"" - 64(0.347826086957) -> 71(0.5)
""Insulin"" - 70(0.0701146580879) -> 118.49(0.170110533696)
""BMI"" - 34(0.477662264681)
""Age"" - 26(0.135135135135)",,,,,,,,,No Diabetes,1
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,training,No Diabetes,,3,160109,3.763,"""Glucose"" - 191(0.990817888114)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 130(0.193846407655)
""BMI"" - 30.9(0.368783366114)
""Age"" - 34(0.351351351351)",,,,,,,,,,,"""Glucose"" - 191(0.990817888114)
""Blood Pressure"" - 68(0.434782608696) -> 72.6(0.534782608696)
""Insulin"" - 130(0.193846407655) -> 178.49(0.293842283263)
""BMI"" - 30.9(0.368783366114)
""Age"" - 34(0.351351351351)",,,,,,,,,Diabetes,0
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,training,No Diabetes,,4,160111,2.634,"""Glucose"" - 103(0.242645808536)
""Blood Pressure"" - 30(0)
""Insulin"" - 83(0.0969232038274)
""BMI"" - 43.3(0.804298960382)
""Age"" - 33(0.324324324324)",,,,,,,,,,,"""Glucose"" - 103(0.242645808536)
""Blood Pressure"" - 30(0) -> 92(0.95652173913)
""Insulin"" - 83(0.0969232038274) -> 155(0.245401303308)
""BMI"" - 43.3(0.804298960382)
""Age"" - 33(0.324324324324)",,,,,,,,,No Diabetes,1
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,training,Diabetes,,5,160107,2.344,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 184(0.305204982265)
""BMI"" - 36.6(0.568980050576)
""Age"" - 46(0.675675675676)",,,,,,,,,,,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 78(0.652173913043) -> 73.4(0.552173913043)
""Insulin"" - 184(0.305204982265) -> 135.51(0.205209106657)
""BMI"" - 36.6(0.568980050576)
""Age"" - 46(0.675675675676)",,,,,,,,,Diabetes,1
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,training,Diabetes,,6,160108,1.948,"""Glucose"" - 95(0.174630164938)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 180(0.296956198961)
""BMI"" - 35(0.512784490025)
""Age"" - 43(0.594594594595)",,,,,,,,,,,"""Glucose"" - 95(0.174630164938)
""Blood Pressure"" - 82(0.739130434783) -> 77.4(0.639130434783)
""Insulin"" - 180(0.296956198961) -> 131.51(0.196960323352)
""BMI"" - 35(0.512784490025)
""Age"" - 43(0.594594594595)",,,,,,,,,No Diabetes,0
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,training,Diabetes,,7,160102,2.165,"""Glucose"" - 187(0.956810066315)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 304(0.552668481399)
""BMI"" - 37.7(0.607614498455)
""Age"" - 41(0.540540540541)",,,,,,,,,,,"""Glucose"" - 187(0.956810066315) -> 150(0.642237714674)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 304(0.552668481399)
""BMI"" - 37.7(0.607614498455) -> 34.85(0.507516156224)
""Age"" - 41(0.540540540541)",,,,,,,,,Diabetes,1
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,training,No Diabetes,,8,160103,1.483,"""Glucose"" - 99(0.208637986737)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 64(0.0577414831312)
""BMI"" - 19.3(0)
""Age"" - 30(0.243243243243)",,,,,,,,,,,"""Glucose"" - 99(0.208637986737) -> 111(0.310661452134)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 64(0.0577414831312)
""BMI"" - 19.3(0) -> 27.7(0.256392245013)
""Age"" - 30(0.243243243243)",,,,,,,,,No Diabetes,1
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,training,No Diabetes,,9,160104,1.332,"""Glucose"" - 95(0.174630164938)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 73(0.0763012455663)
""BMI"" - 25.9(0.193172239393)
""Age"" - 36(0.405405405405)",,,,,,,,,,,"""Glucose"" - 95(0.174630164938) -> 128(0.45519469478)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 73(0.0763012455663)
""BMI"" - 25.9(0.193172239393) -> 28.75(0.293270581624)
""Age"" - 36(0.405405405405)",,,,,,,,,No Diabetes,1
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,training,No Diabetes,,10,160105,1.334,"""Glucose"" - 116(0.353171229383)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 87(0.105171987132)
""BMI"" - 22.1(0.0597077830851)
""Age"" - 37(0.432432432432)",,,,,,,,,,,"""Glucose"" - 116(0.353171229383) -> 132(0.489202516579)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 87(0.105171987132)
""BMI"" - 22.1(0.0597077830851) -> 27.1(0.235318909806)
""Age"" - 37(0.432432432432)",,,,,,,,,No Diabetes,1
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,training,Diabetes,,11,160100,1.52,"""Glucose"" - 186(0.948308110865)
""Blood Pressure"" - 90(0.913043478261)
""Insulin"" - 225(0.389755011136)
""BMI"" - 34.5(0.495223377353)
""Age"" - 37(0.432432432432)",,,,,,,,,,,"""Glucose"" - 186(0.948308110865) -> 161(0.735759224622)
""Blood Pressure"" - 90(0.913043478261)
""Insulin"" - 225(0.389755011136)
""BMI"" - 34.5(0.495223377353) -> 30.2(0.344197808373)
""Age"" - 37(0.432432432432)",,,,,,,,,Diabetes,1
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,training,Diabetes,,12,160101,2.575,"""Glucose"" - 149(0.633735759225)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 127(0.187659820177)
""BMI"" - 29.3(0.312587805563)
""Age"" - 42(0.567567567568)",,,,,,,,,,,"""Glucose"" - 149(0.633735759225) -> 137.24(0.533752763136)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 127(0.187659820177)
""BMI"" - 29.3(0.312587805563) -> 25.9(0.193172239393)
""Age"" - 42(0.567567567568)",,,,,,,,,No Diabetes,0
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,testing,Diabetes,No Diabetes,1,160201,9.688,"""Glucose"" - 187(0.956810066315) -> 133(0.497704472029)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 200(0.338200115483)
""BMI"" - 36.4(0.561955605507)
""Age"" - 36(0.405405405405)",-0.459105594287,0,0,0,0,1,0,0,0,0,,1,0.459105594287,No Diabetes,1,0.736454435333,1.00978194599e-05,0.803847562545,0.803837464726,,
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,testing,Diabetes,No Diabetes,2,160210,3.857,"""Glucose"" - 100(0.217139942187) -> 126(0.43819078388)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 215(0.369133052875)
""BMI"" - 39.4(0.66732228154)
""Age"" - 43(0.594594594595)",0.221050841694,0,0,0,0,1,0,0,0,0,,1,0.221050841694,No Diabetes,1,0.421046717302,0.00206481615935,0.871635731453,0.869570915293,,
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,testing,Diabetes,No Diabetes,3,160212,6.782,"""Glucose"" - 111(0.310661452134)
""Blood Pressure"" - 72(0.521739130435) -> 67(0.413043478261)
""Insulin"" - 207(0.352635486266)
""BMI"" - 37.1(0.586541163248) -> 29.51104(0.32)
""Age"" - 56(0.945945945946)",0,-0.108695652174,0,-0.266541163248,0,0,1,0,1,0,,2,0.375236815422,No Diabetes,1,0.37523269103,0.0145223683682,0.733180481457,0.718658113089,,
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,testing,Diabetes,No Diabetes,4,160211,4.771,"""Glucose"" - 145(0.599727937426) -> 119(0.378677095732)
""Blood Pressure"" - 80(0.695652173913) -> 71(0.5)
""Insulin"" - 130(0.193846407655) -> 167(0.270147653221)
""BMI"" - 37.9(0.614638943523) -> 30.93464(0.37)
""Age"" - 40(0.513513513514)",-0.221050841694,-0.195652173913,0.0763012455663,-0.244638943523,0,1,1,1,1,0,,4,0.737643204696,Diabetes,0,0.537660208607,0.0173759567743,0.00766373089844,-0.00971222587583,,
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,testing,Diabetes,No Diabetes,5,160214,6.379,"""Glucose"" - 104(0.251147763986) -> 118(0.370175140282)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 156(0.247463499134) -> 84(0.0989853996536)
""BMI"" - 29.9(0.33366114077)
""Age"" - 41(0.540540540541)",0.119027376297,0,-0.14847809948,0,0,1,0,1,0,0,,2,0.267505475777,No Diabetes,1,0.267607942399,0.00403975635919,0.759317440462,0.755277684103,,
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,testing,Diabetes,No Diabetes,6,160213,4.225,"""Glucose"" - 117(0.361673184833) -> 118(0.370175140282)
""Blood Pressure"" - 88(0.869565217391) -> 72(0.521739130435)
""Insulin"" - 145(0.224779345047)
""BMI"" - 34.5(0.495223377353)
""Age"" - 40(0.513513513514)",0.00850195544975,-0.347826086957,0,0,0,1,1,0,0,0,,2,0.356328042406,No Diabetes,1,0.356323918015,0.00760236055804,0.698069518431,0.690467157873,,
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,testing,Diabetes,No Diabetes,7,160200,2.581,"""Glucose"" - 154(0.676245536473) -> 120(0.387179051182)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 126(0.18559762435)
""BMI"" - 31.3(0.382832256252)
""Age"" - 37(0.432432432432)",-0.289066485292,0,0,0,0,1,0,0,0,0,,1,0.289066485292,Diabetes,0,0.362996532681,0.011786029432,0.0856734644394,0.0738874350074,,
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,testing,Diabetes,No Diabetes,8,160202,2.07,"""Glucose"" - 125(0.429688828431)
""Blood Pressure"" - 70(0.478260869565) -> 66(0.391304347826)
""Insulin"" - 115(0.162913470263)
""BMI"" - 31.1(0.375807811183)
""Age"" - 41(0.540540540541)",0,-0.0869565217391,0,0,0,0,1,0,0,0,,1,0.0869565217391,No Diabetes,1,0.286935393437,0.0226086726886,0.785436774907,0.762828102219,,
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,testing,Diabetes,No Diabetes,9,160204,2.055,"""Glucose"" - 125(0.429688828431)
""Blood Pressure"" - 70(0.478260869565) -> 67(0.413043478261)
""Insulin"" - 122(0.177348841046)
""BMI"" - 28.9(0.298538915426)
""Age"" - 45(0.648648648649)",0,-0.0652173913043,0,0,0,0,1,0,0,0,,1,0.0652173913043,No Diabetes,1,0.265196263002,0.0314886929294,0.715141695433,0.683653002504,,
R_1hF6UnZQsvvwBCX,diabetes,counterfactual,testing,Diabetes,No Diabetes,10,160203,2.531,"""Glucose"" - 161(0.735759224622) -> 124(0.421186872981)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 132(0.197970799307)
""BMI"" - 25.5(0.179123349255)
""Age"" - 47(0.702702702703)",-0.314572351641,0,0,0,0,1,0,0,0,0,,1,0.314572351641,No Diabetes,1,0.314687697783,0.0154053958182,0.991597417812,0.976192021994,,
